erId,size,artist,title,medium,signed,sold,hammerGBP,saleDate,url,lotId,action,reason,editionNote
forum-129254-er,8,Jasper Johns,False Start I,Offset lithograph printed in colours,False,False,,2024-02-08,https://www.forumauctions.co.uk/bidding/1141-winter-selection-modern-contemporary-884/92-jasper-johns-b-1930-afterfalse-start-i-129254,129254,clear,no 'edition of N' in the note,
forum-129255-er,8,Jasper Johns,Flag I,Offset lithograph printed in black,False,False,,2024-02-08,https://www.forumauctions.co.uk/bidding/1141-winter-selection-modern-contemporary-884/93-jasper-johns-b-1930-afterflag-i-129255,129255,clear,no 'edition of N' in the note,
forum-129280-er,4,Julian Opie,Walking in Suwon (Male),Laser-cut acrylic multiple,False,False,,2024-02-08,https://www.forumauctions.co.uk/bidding/1141-winter-selection-modern-contemporary-884/78-julian-opie-b1958-walking-in-suwon-male-129280,129280,clear,no 'edition of N' in the note,
forum-129284-er,2,David Shrigley,,Offset lithograph printed in colours,False,True,400.0,2024-02-08,https://www.forumauctions.co.uk/bidding/1141-winter-selection-modern-contemporary-884/119-david-shrigley-b1968when-life-gives-you-a-lemon-129284,129284,clear,no 'edition of N' in the note,
forum-129301-er,4,David Hockney,Dog 43,Offset lithograph printed in colours,False,True,190.0,2024-02-08,https://www.forumauctions.co.uk/bidding/1141-winter-selection-modern-contemporary-884/34-david-hockney-b1937-dog-43-129301,129301,clear,no 'edition of N' in the note,
forum-129302-er,4,David Hockney,Dog 38,Offset lithograph printed in colours,False,True,190.0,2024-02-08,https://www.forumauctions.co.uk/bidding/1141-winter-selection-modern-contemporary-884/35-david-hockney-b1937-dog-38-129302,129302,clear,no 'edition of N' in the note,
forum-129397-er,8,Andy Warhol,,The unique screenprint in red,False,True,4500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/119-andy-warhol-1928-1987new-york-heart-association-phonebook-129397,129397,clear,no 'edition of N' in the note,
forum-129403-er,2,David Hockney,"The Magic Flute, poster for the San Francisco Opera 65th Season September 11th-December 13th 1987",Offset lithograph printed in colours,True,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/64-david-hockney-b1937the-magic-flute-poster-for-the-san-129403,129403,clear,no 'edition of N' in the note,
forum-129408-er,4,Rembrandt van Rijn,,Etching,False,True,2600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/302-rembrandt-harmensz-van-rijn-1606-1669-christ-disputing-with-129408,129408,clear,no 'edition of N' in the note,
forum-129409-er,4,Rembrandt van Rijn,The Raising of Lazarus: The Small Plate,Etching with touches of drypoint,False,True,3000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/292-rembrandt-harmensz-van-rijn-1606-1669-the-raising-of-129409,129409,clear,no 'edition of N' in the note,
forum-129410-er,4,Rembrandt van Rijn,Peter and John Healing the Cripple at the Gate of the Temple,Etching,False,True,3000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/304-rembrandt-harmensz-van-rijn-1606-1669-peter-and-john-129410,129410,clear,no 'edition of N' in the note,
forum-129411-er,2,Rembrandt van Rijn,The Baptism of the Eunuch,Etching,False,True,2600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/297-rembrandt-harmensz-van-rijn-1606-1669-the-baptism-of-the-129411,129411,clear,no 'edition of N' in the note,
forum-129412-er,2,Rembrandt van Rijn,The Death of the Virgin,Etching and drypoint,False,True,2400.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/313-rembrandt-harmensz-van-rijn-1606-1669-the-death-of-the-129412,129412,clear,no 'edition of N' in the note,
forum-129413-er,4,Rembrandt van Rijn,The Pancake Woman,Etching,False,True,1900.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/293-rembrandt-harmensz-van-rijn-1606-1669-the-pancake-woman-129413,129413,clear,no 'edition of N' in the note,
forum-129414-er,4,Rembrandt van Rijn,Jews in the Synagogue,Etching with drypoint,False,True,1600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/300-rembrandt-harmensz-van-rijn-1606-1669-jews-in-the-synagogue-129414,129414,clear,no 'edition of N' in the note,
forum-129415-er,8,Rembrandt van Rijn,,Etching,False,True,1500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/295-rembrandt-harmensz-van-rijn-1606-1669-beggar-with-a-wooden-129415,129415,clear,no 'edition of N' in the note,
forum-129416-er,4,Rembrandt van Rijn,Woman Bathing her Feet at a Brook,Etching,False,True,2600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/314-rembrandt-harmensz-van-rijn-1606-1669-woman-bathing-her-129416,129416,clear,no 'edition of N' in the note,
forum-129417-er,8,Rembrandt van Rijn,The Landscape with the Cow,Etching and drypoint,False,True,4200.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/286-rembrandt-harmensz-van-rijn-1606-1669-the-landscape-with-129417,129417,clear,no 'edition of N' in the note,
forum-129418-er,8,Albrecht Dürer,,Engraving,False,True,7000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/264-albrecht-duumlrer-1471-1528-virgin-on-the-crescent-with-a-129418,129418,clear,no 'edition of N' in the note,
forum-129420-er,8,Rembrandt van Rijn,"Jan Uytenbogaert, Preacher of the Remonstrants",Etching,False,True,2000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/294-rembrandt-harmensz-van-rijn-1606-1669-jan-uytenbogaert-129420,129420,clear,no 'edition of N' in the note,
forum-129421-er,8,Francisco José de Goya,,Etching and aquatint,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/254-francisco-de-goya-1746-1828-pobrecitas-poor-little-girls-129421,129421,clear,no 'edition of N' in the note,
forum-129423-er,8,Cornelis Visscher,The Large Cat,Engraving,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/263-cornelis-visscher-c-1628-1658-the-large-cat-129423,129423,clear,no 'edition of N' in the note,
forum-129424-er,4,Raoul Dufy,,Lithograph extensively heightened with watercolour,True,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/176-raoul-dufy-1877-1953-fluctuat-nec-mergitur-la-siregravene-129424,129424,clear,no 'edition of N' in the note,
forum-129427-er,2,Albrecht Dürer,Virgin on the Crescent with a Sceptre and a starry Crown,Engraving,False,True,9000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/265-albrecht-duumlrer-1471-1528-virgin-on-the-crescent-with-a-129427,129427,clear,no 'edition of N' in the note,
forum-129430-er,8,Albrecht Dürer,Christ on the Mount of Olives,Etching,False,True,4500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/266-albrecht-duumlrer-1471-1528-christ-on-the-mount-of-olives-129430,129430,clear,no 'edition of N' in the note,
forum-129431-er,8,Albrecht Dürer,,Woodcut,False,True,2400.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/276-albrecht-duumlrer-1471-1528-christ-129431,129431,clear,no 'edition of N' in the note,
forum-129432-er,8,Albrecht Dürer,,Woodcut,False,True,3200.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/275-albrecht-duumlrer-1471-1528-the-last-judgement-from-the-129432,129432,clear,no 'edition of N' in the note,
forum-129434-er,8,Rembrandt van Rijn,,Etching,False,True,10000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/285-rembrandt-harmensz-van-rijn-1606-1669-the-angel-appearing-129434,129434,clear,no 'edition of N' in the note,
forum-129450-er,8,Rembrandt van Rijn,The Tribute Money,Etching,False,True,5000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/282-rembrandt-harmensz-van-rijn-1606-1669-the-tribute-money-129450,129450,clear,no 'edition of N' in the note,
forum-129457-er,2,Albrecht Dürer,"Christ on the Cross, from: The Engraved Passion",Engraving,False,True,2600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/267-albrecht-duumlrer-1471-1528-christ-on-the-cross-fromnbspthe-129457,129457,clear,no 'edition of N' in the note,
forum-129458-er,8,Rembrandt van Rijn,"Bust of a Man wearing a high cap, three-quarters right: the Artist's Father (?)",Etching,False,True,3000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/288-rembrandt-harmensz-van-rijn-1606-1669-bust-of-a-man-wearing-129458,129458,clear,no 'edition of N' in the note,
forum-129460-er,8,Paul Cézanne,,Three impressions of the etching,False,True,800.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/132-paul-ceacutezanne-1839-1906guillaumin-au-pendu-cherpin-2-129460,129460,clear,no 'edition of N' in the note,
forum-129466-er,4,Albrecht Dürer,Samson Rending the Lion,Woodcut,False,True,6000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/270-albrecht-duumlrer-1471-1528-samson-rending-the-lion-129466,129466,clear,no 'edition of N' in the note,
forum-129468-er,8,Albrecht Dürer,Hercules conquering Cacus (Hercules conquering the Molionide Twins),Woodcut,False,True,2600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/272-albrecht-duumlrer-1471-1528-hercules-conquering-cacus-129468,129468,clear,no 'edition of N' in the note,
forum-129470-er,2,Albrecht Dürer,,Woodcut,False,True,4500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/268-albrecht-duumlrer-1471-1528-the-adoration-of-the-magi-129470,129470,clear,no 'edition of N' in the note,
forum-129471-er,4,Rembrandt van Rijn,,Etching,False,True,4200.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/279-rembrandt-harmensz-van-rijn-1606-1669-self-portrait-with-129471,129471,clear,no 'edition of N' in the note,
forum-129472-er,4,Rembrandt van Rijn,,Etching and engraving,False,True,19000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/290-rembrandt-harmensz-van-rijn-1606-1669-the-descent-from-the-129472,129472,clear,no 'edition of N' in the note,
forum-129473-er,8,Rembrandt van Rijn,Christ at Emmaus: the Larger Plate,Etching with drypoint and engraving,False,True,2500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/305-rembrandt-harmensz-van-rijn-1606-1669-christ-at-emmaus-the-129473,129473,clear,no 'edition of N' in the note,
forum-129474-er,4,Rembrandt van Rijn,,Etching,False,True,4000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/303-rembrandt-harmensz-van-rijn-1606-1669-the-ringball-player-129474,129474,clear,no 'edition of N' in the note,
forum-129475-er,8,Rembrandt van Rijn,Bald Headed Man in Profile Right: the Artist's Father (?),Etching and drypoint,False,True,5000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/284-rembrandt-harmensz-van-rijn-1606-1669-bald-headed-man-in-129475,129475,clear,no 'edition of N' in the note,
forum-129506-er,2,David Shrigley,Untitled (Money Cannot Make You Happy),Pen and ink on wove paper,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/104-david-shrigley-b1968untitled-money-cannot-make-you-happy-129506,129506,clear,no 'edition of N' in the note,
forum-129514-er,4,Jasper Johns,Cup 2 Picasso,Lithograph printed in colours,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/66-jasper-johns-b1930-cup-2-picasso-129514,129514,clear,no 'edition of N' in the note,a proof aside from the edition of circa 1500
forum-129727-er,8,James Abbott McNeill Whistler,Billingsgate,Etching and drypoint,False,True,220.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/249-james-abbott-mcneill-whistler-1834-1903-billingsgate-129727,129727,clear,no 'edition of N' in the note,
forum-129728-er,4,James Abbott McNeill Whistler,,Lithograph,True,True,750.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/250-james-abbott-mcneill-whistler-1834-1903-maunders-fish-shop-129728,129728,clear,no 'edition of N' in the note,
forum-129729-er,2,Rembrandt van Rijn,Man in a Coat and Fur Cap leaning against a Bank,Etching,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/287-rembrandt-harmensz-van-rijn-1606-1669-man-in-a-coat-and-fur-129729,129729,clear,no 'edition of N' in the note,
forum-129732-er,2,Pablo Picasso,"Le Picador II, from À los toros avec Picasso (Bloch 1017; Cramer 113)",Lithograph printed in colours,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/219-pablo-picasso-1881-1973-le-picador-ii-from-agrave-los-toros-129732,129732,clear,no 'edition of N' in the note,
forum-129749-er,8,Jean-François Millet,,Etching,False,True,750.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/195-jean-franccedilois-millet-1814-1875-les-becheurs-delteil-13-129749,129749,clear,no 'edition of N' in the note,
forum-129750-er,4,Jean-François Millet,,Etching,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/196-jean-franccedilois-millet-1814-1875-la-grand-bergegravere-129750,129750,clear,no 'edition of N' in the note,
forum-129751-er,8,Camille Pissarro,,Etching with drypoint,False,True,300.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/237-camille-pissarro-1830-1903-vachegravere-au-bord-de-leau-129751,129751,clear,no 'edition of N' in the note,
forum-129754-er,8,Rembrandt van Rijn,Joseph and Potiphar's Wife,Etching,False,True,1600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/281-rembrandt-harmensz-van-rijn-1606-1669-joseph-and-potiphars-129754,129754,clear,no 'edition of N' in the note,
forum-129828-er,8,David Hockney,,Lithograph printed in colours,False,False,,2024-02-08,https://www.forumauctions.co.uk/bidding/1141-winter-selection-modern-contemporary-884/28-david-hockney-b1937olympische-spiele-m252nchen-1972-baggott-129828,129828,clear,no 'edition of N' in the note,
forum-130138-er,8,Walter Sickert,,Etching,False,True,200.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/248-walter-sickert-1860-1942the-london-shoreditch-bromberg-192-130138,130138,clear,no 'edition of N' in the note,
forum-130145-er,4,Pablo Picasso,Venus et l'amour voleur de miel (d'après Lucas Cranach l'Ancien),Lithograph printed in colours,True,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/227-pablo-picasso-1881-1973-aftervenus-et-lamour-voleur-de-miel-130145,130145,clear,no 'edition of N' in the note,
forum-130157-er,2,David Bomberg,,The book,False,True,2200.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/2-david-bomberg-1890-1957-russian-ballet-130157,130157,clear,no 'edition of N' in the note,
forum-130239-er,4,Connor Brothers,,Hand-coloured pigment print with acrylic and oil-stick,True,True,1200.0,2024-04-24,https://www.forumauctions.co.uk/bidding/1145-spring-selection-modern-contemporary-886/57-the-connor-brothers-b1968in-order-to-know-virtue-we-must-130239,130239,clear,no 'edition of N' in the note,artist's proofs printed in red
forum-130245-er,8,Laurence Stephen Lowry,,Three offset lithographs,False,True,300.0,2024-04-24,https://www.forumauctions.co.uk/bidding/1145-spring-selection-modern-contemporary-886/236-laurence-stephen-lowry-1887-1976-old-town-hall-130245,130245,clear,no 'edition of N' in the note,numbered from varying editions sizes
forum-130246-er,8,Harold Riley,,Two lithographs,True,False,,2024-04-24,https://www.forumauctions.co.uk/bidding/1145-spring-selection-modern-contemporary-886/237-harold-riley-1934-2023-piggy-untitled-130246,130246,clear,no 'edition of N' in the note,
forum-130249-er,2,Sonia Delaunay,,Pochoir printed in colours,False,True,130.0,2024-04-24,https://www.forumauctions.co.uk/bidding/1145-spring-selection-modern-contemporary-886/259-sonia-delaunay-1885-1979planche-39-from-compositions-130249,130249,clear,no 'edition of N' in the note,
forum-130253-er,2,Francois Morellet,,Screenprint,True,True,90.0,2024-04-24,https://www.forumauctions.co.uk/bidding/1145-spring-selection-modern-contemporary-886/251-attributed-to-franccedilois-morellet-1926-2016untitled-130253,130253,confirm,note: numbered from the edition of 2,numbered from the edition of 2
forum-130260-er,2,Anthony Frost,,Three screenprints with woodblock in colours,True,True,380.0,2024-04-24,https://www.forumauctions.co.uk/bidding/1145-spring-selection-modern-contemporary-886/207-anthony-frost-b1951walking-into-violet-neon-dreams-i-amp-130260,130260,clear,no 'edition of N' in the note,numbered from the editions of varying sizes
forum-130288-er,4,Yayoi Kusama,,Two painted cast resin multiples,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/77-yayoi-kusama-b1929pumpkins-130288,130288,clear,no 'edition of N' in the note,
forum-130293-er,2,Albrecht Dürer,,Woodcut,False,True,2000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/271-albrecht-duumlrer-1471-1528-ecce-homo-from-the-large-passion-130293,130293,clear,no 'edition of N' in the note,
forum-130294-er,8,Rembrandt van Rijn,Self-Portrait with Saskia,Etching,False,True,5500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/278-rembrandt-harmensz-van-rijn-1606-1669-self-portrait-with-130294,130294,clear,no 'edition of N' in the note,
forum-130295-er,8,Rembrandt van Rijn,,Etching,False,True,7000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/280-rembrandt-harmensz-van-rijn-1606-1669-bearded-old-man-in-130295,130295,clear,no 'edition of N' in the note,
forum-130296-er,4,Rembrandt van Rijn,,Etching,False,True,4200.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/301-rembrandt-harmensz-van-rijn-1606-1669-christ-and-the-woman-130296,130296,clear,no 'edition of N' in the note,
forum-130299-er,8,Giovanni Battista Piranesi,,Etching,False,True,1000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/261-giovanni-battista-piranesi-1720-1778-veduta-di-piazza-130299,130299,clear,no 'edition of N' in the note,
forum-130302-er,8,Johannes Wierix,,Engraving,False,True,2000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/277-johannes-wierix-1539-1620-melencolia-i-after-albrecht-130302,130302,clear,no 'edition of N' in the note,
forum-130321-er,8,Rembrandt van Rijn,Abraham and Isaac,Etching and engraving,False,True,8500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/283-rembrandt-harmensz-van-rijn-1606-1669-abraham-and-isaac-130321,130321,clear,no 'edition of N' in the note,
forum-130325-er,8,Francisco José de Goya,,Etching and aquatint,False,True,850.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/251-francisco-de-goya-1746-1828-el-de-la-rollona-nannys-boy-130325,130325,clear,no 'edition of N' in the note,
forum-130326-er,8,Francisco José de Goya,,Etching and aquatint,False,True,1000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/253-francisco-de-goya-1746-1828-estan-calientes-they-are-hot-130326,130326,clear,no 'edition of N' in the note,
forum-130327-er,4,Antonio Canal called Canaletto,"Mestre, from: Vedute altre prese da i luoghi altre ideate da Antonio Canal",Engraving,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/260-antonio-canal-called-canaletto-1697-1768-mestre-from-vedute-130327,130327,clear,no 'edition of N' in the note,
forum-130680-er,4,Marc Chagall . Charles Sorlier,L'Apparition (Kornfeld 122),The original copper plate for the etching,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/135-marc-chagall-1887-1985-lapparition-kornfeld-122-130680,130680,clear,no 'edition of N' in the note,
forum-130689-er,8,Rembrandt van Rijn,Christ before Pilate: Large Plate,Etching with drypoint and engraving,False,True,30000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/289-rembrandt-harmensz-van-rijn-1606-1669-christ-before-pilate-130689,130689,clear,no 'edition of N' in the note,
forum-130804-er,8,Julian Opie,,Screenprint in colours,False,True,1000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/88-julian-opie-b1958woman-taking-off-man39s-shirt-cristea-244-130804,130804,clear,no 'edition of N' in the note,
forum-130809-er,8,Pablo Picasso,,Lithograph printed in colours,True,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/234-pablo-picasso-1881-1973-afterchouette-dans-un-130809,130809,clear,no 'edition of N' in the note,a proof before letters
forum-130836-er,8,Rembrandt van Rijn,,Etching and drypoint,False,True,1300.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/296-rembrandt-harmensz-van-rijn-1606-1669-130836,130836,clear,no 'edition of N' in the note,
forum-130852-er,8,Albrecht Dürer,,Woodcut,False,True,10000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/273-albrecht-duumlrer-1471-1528-the-birth-of-the-virgin-from-130852,130852,clear,no 'edition of N' in the note,proof impression before the Latin text edition
forum-130870-er,4,John Hamilton Mortimer,,Pen and brown ink,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/256-john-hamilton-mortimer-1741-1779-the-head-of-a-man-with-130870,130870,clear,no 'edition of N' in the note,
forum-130873-er,8,Rembrandt van Rijn,,Etching and engraving,False,True,7500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/291-rembrandt-harmensz-van-rijn-1606-1669-the-descent-from-the-130873,130873,clear,no 'edition of N' in the note,
forum-130874-er,2,Rembrandt van Rijn,The Raising of Lazarus: The Larger Plate,Etching and engraving,False,True,4000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/299-rembrandt-harmensz-van-rijn-1606-1669-the-raising-of-130874,130874,clear,no 'edition of N' in the note,
forum-130883-er,8,William English,Vivienne Westwood at SEX,C-type in colours,True,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/46-william-english-20th-centuryvivienne-westwood-at-sex-130883,130883,clear,no 'edition of N' in the note,
forum-130892-er,8,Andy Warhol,,Screenprint in colours,True,True,7000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/118-andy-warhol-1928-1987-brillo-soap-padsnbsp-130892,130892,clear,no 'edition of N' in the note,
forum-130911-er,8,David Hockney,,Lithograph printed in colours,False,True,600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/61-david-hockney-b1937diver-olympische-spiele-muumlnchen-130911,130911,clear,no 'edition of N' in the note,
forum-130960-er,8,Augustus Edwin John,,Etching,True,True,450.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/15-augustus-john-1878-1961-the-serving-maid-campbell-dodgson-41-130960,130960,clear,no 'edition of N' in the note,
forum-131008-er,4,Francisco José de Goya,,Etchings with aquarint,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/255-francisco-de-goya-1746-1828-three-plates-from-los-desastres-131008,131008,clear,no 'edition of N' in the note,
forum-131009-er,8,Rembrandt van Rijn,The Flight into Egypt: A Night Piece,Etching with drypoint,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/298-rembrandt-harmensz-van-rijn-1606-1669-the-flight-into-egypt-131009,131009,clear,no 'edition of N' in the note,
forum-131011-er,4,Rembrandt van Rijn,The Circumcision in the Stable,Etching,False,True,1500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/306-rembrandt-harmensz-van-rijn-1606-1669-the-circumcision-in-131011,131011,clear,no 'edition of N' in the note,
forum-131012-er,8,Pierre-Auguste Renoir,,The original uncancelled copperplate for the drypoint,False,True,24000.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/241-pierre-august-renoir-1841-1919-etude-pour-une-baigneuse-131012,131012,clear,no 'edition of N' in the note,
forum-131021-er,8,Andy Warhol,Electric Chair (See. Feldman & Schellmann IIIA.4),Unique screenprint,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/117-andy-warhol-electric-chair-see-feldman-amp-schellmann-iiia4-131021,131021,clear,no 'edition of N' in the note,
forum-131068-er,4,Master of the Die,,Engraving,False,True,600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/259-master-of-the-die-fl-1530-1560-two-putti-mocking-a-monkey-131068,131068,clear,no 'edition of N' in the note,
forum-131098-er,4,Philip Sharland and Dick Negus,B.O.A.C. Europe,Screenprint in colours,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/242-philip-sharland-and-dick-negus-20th-century-boac-europe-131098,131098,clear,no 'edition of N' in the note,
forum-131151-er,8,Albrecht Dürer,"The Lamentation, from ""The Small Passion""",Woodcut,False,False,,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/274-albrecht-d252rer-1471-1528-the-lamentation-from-quotthe-131151,131151,clear,no 'edition of N' in the note,
forum-131152-er,4,Rembrandt van Rijn,The Adoration of the Shepherds: A Night Piece,Etching,False,True,1300.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/312-rembrandt-van-rijn-1606-1669the-adoration-of-the-shepherds-131152,131152,clear,no 'edition of N' in the note,
forum-131153-er,8,Rembrandt van Rijn,Beggars Receiving Alms at the Door of a House,Etching and drypoint,False,True,1100.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/307-rembrandt-van-rijn-1606-1669-beggars-receiving-alms-at-the-131153,131153,clear,no 'edition of N' in the note,
forum-131156-er,8,Rembrandt van Rijn,"Three Heads of Women, One Asleep",Etching,False,True,1600.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/310-rembrandt-van-rijn-1606-1669three-heads-of-women-one-asleep-131156,131156,clear,no 'edition of N' in the note,
forum-131157-er,8,Rembrandt van Rijn,,Etching,False,True,1500.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/311-rembrandt-van-rijn-1606-1669sheet-of-studies-beggar-couple-131157,131157,clear,no 'edition of N' in the note,
forum-131158-er,4,Francisco José de Goya,,Etching and aquatint,False,True,1200.0,2024-03-12,https://www.forumauctions.co.uk/bidding/1140-editions-1500-2024-883/252-francisco-goya-1746-1828-ni-asi-la-distingue-plate-7-from-131158,131158,clear,no 'edition of N' in the note,
forum-131503-er,4,Stik,Standing Figure (Grey),Offset lithograph printed in colours,False,True,110.0,2024-04-24,https://www.forumauctions.co.uk/bidding/1145-spring-selection-modern-contemporary-886/174-stik-b1979standing-figure-grey-131503,131503,clear,no 'edition of N' in the note,
forum-131509-er,8,David Hockney,,Lithograph printed in colours,False,True,700.0,2024-04-24,https://www.forumauctions.co.uk/bidding/1145-spring-selection-modern-contemporary-886/20-david-hockney-b1937olympische-spiele-muumlnchen-1972-131509,131509,clear,no 'edition of N' in the note,
forum-131511-er,8,Julian Opie,,Digital print in colours,False,True,550.0,2024-04-24,https://www.forumauctions.co.uk/bidding/1145-spring-selection-modern-contemporary-886/47-julian-opie-b1958walking-in-melbourne-1-131511,131511,clear,no 'edition of N' in the note,
