action,node,targets,workId,work,sids,urls,note
repoint,Decorative Topographical and Caricature Prints including Maps,Various Artists||existing,bonhams-13534-614,A large collection,bonhams-13534-614-record,https://www.bonhams.com/auction/13534/lot/614/decorative-topographical-and-caricature-prints-including-maps-a-large-collection-engravings-and-etchings-numerous-watercolours-by-amateur-hands-framed-and-unframed-various-sizes-qty/,
repoint,Donated to Royal Society of Sculptors:,Gerald Laing||existing,roseberys-a0503-lot186,Sandra,roseberys-a0503-lot186-record,https://www.roseberys.co.uk/bidding/A0503-prints-multiples-385/186-donated-to-the-royal-society-of-sculptors-gerald-laing-506642,
repoint,Eaux-Fortes Modernes.,Various Artists||existing,swann-f2e4b279da,Untitled (swann-f2e4b279da),swann-f2e4b279da-record,https://www.swanngalleries.com/auction-lot/eaux-fortes-modernes_F2E4B279DA,
repoint,Editado por el Ministerio de Instruccion Publica y Sanidad de la Republica Espanola-,Various Artists||existing,roseberys-a0356-lot36,"Madrid, Album de Homenaje a la Gloriosa Capital de Espana",roseberys-a0356-lot36-record,https://www.roseberys.co.uk/bidding/A0356-modern-contemporary-prints-multiples-255/36-editado-por-el-ministerio-de-instruccion-publica-y-sanidad-457038,
repoint,Eleven Prints by Eleven Printmakers.,Various Artists||existing,swann-4994f848de,Untitled (swann-4994f848de),swann-4994f848de-record,https://www.swanngalleries.com/auction-lot/eleven-prints-by-eleven-printmakers_4994F848DE,
repoint,"Erhard Schön Ritratto di Albrecht Dürer di profilo, da Matthes Gebel, xilografia su carta vergellata con filigrana illeggibile, rifilata alla linea marginale, dimensioni del foglio 290 x 250 mm, [1527 circa].",Erhard Schön||existing,forum-36645,§,forum-36645-record,https://www.forumauctions.co.uk/bidding/4510-online-sale-prints-drawings-16th-to-93/68-erhard-sch246n-1491-1542-ritratto-di-albrecht-d252rer-di-36645,
repoint,Estampes by Robert Rey.,Various Artists||existing,swann-7134ca9891,Untitled (swann-7134ca9891),swann-7134ca9891-record,https://www.swanngalleries.com/auction-lot/estampes-by-robert-rey_7134CA9891,
repoint,"Exposition de la ""Dèpêche"" de Toulouse.",Various Artists||existing,swann-3f8483382c,Untitled (swann-3f8483382c),swann-3f8483382c-record,https://www.swanngalleries.com/auction-lot/exposition-de-la-depeche-de-toulouse_3F8483382C,
repoint,"Exposition de la ""Dèpêche"" de Toulouse.",Various Artists||existing,swann-a774871a25,Untitled (swann-a774871a25),swann-a774871a25-record,https://www.swanngalleries.com/auction-lot/exposition-de-la-depeche-de-toulouse_A774871A25,
repoint,"Exposition de la ""Dèpêche"" de Toulouse.",Various Artists||existing,swann-218408996c,Untitled (swann-218408996c),swann-218408996c-record,https://www.swanngalleries.com/auction-lot/exposition-de-la-depeche-de-toulouse_218408996C,
repoint,"Hendrik Goltzius Marte e Venere sorpresi da Vulcano, 1585. Bulino, magnifica impressione su carta vergellata con filigrana di difficile lettura. Dimensioni della lastra: 422 x 312 mm, dimensioni del foglio: 430 x 316 mm. Mancanza anticamente restaurata all'angolo inferiore destro.",Hendrick Goltzius||existing,forum-36636,"New Hollstein 150. Primo stato molto raro, prima dell'inserimento dell'indirizzo di Visscher.",forum-36636-record,https://www.forumauctions.co.uk/bidding/4510-online-sale-prints-drawings-16th-to-93/74-hendrik-goltzius-1558-1617-marte-e-venere-sorpresi-da-36636,
repoint,"Henry Richard Greville, 3rd Earl of Warwick, and others.",Various Artists||existing,forum-134844,"Six studies of trees, from 'Specimens of Polyautography'",forum-134844-record,https://www.forumauctions.co.uk/bidding/1147-editions-1500-2024-887/281-henry-richard-greville-3rd-earl-of-warwick-1779-1853-and-134844,
repoint,Howard Hodgkin (British 1932-2017) & Dame Rachel Whiteread,Howard Hodgkin||existing; Rachel Whiteread||existing,roseberys-a0587-lot256,"Swimming (Olympic Games Poster), 2011; London",roseberys-a0587-lot256-record,https://www.roseberys.co.uk/bidding/A0587-prints-multiples-463/256-sir-howard-hodgkin-ch-cbe-british-1932-2017-dame-rachel-537993,
repoint,Johannes Wiericx (after Maarten de Vos) St Michael Trampling Satan,Johannes Wiericx||existing,swann-cw-Johannes_Wiericx_(after_Maarten_de_Vos)_St_Michael_Trampling_Satan-Mauquoy-Hendrickx-1260-untitled_swann_36a362bce6,Untitled (swann-36a362bce6),swann-36a362bce6-record,https://www.swanngalleries.com/auction-lot/johannes-wiericx-after-maarten-de-vos-st-michael-_36A362BCE6,
repoint,János Miklós Vaszary (Hungarian 1867-1939) &,János Miklós Vaszary||new; Istvan Prihoda||new,roseberys-cw-János_Miklós_Vaszary_(Hungarian_1867-1939)_&-Hungarian-1867-1939-untitled,Untitled,roseberys-a0592-lot33-record,https://www.roseberys.co.uk/bidding/A0592-prints-multiples-468/33-jnos-mikls-vaszary-hungarian-1867-1939-istvan-prihoda-547917,
repoint,János Miklós Vaszary (Hungarian 1867-1939) &,János Miklós Vaszary||new; Istvan Prihoda||new,roseberys-a0592-lot33,Untitled,roseberys-a0592-lot33-record,https://www.roseberys.co.uk/bidding/A0592-prints-multiples-468/33-jnos-mikls-vaszary-hungarian-1867-1939-istvan-prihoda-547917,
repoint,Katalog Ausstellung Brücke.,Various Artists||existing,swann-57040ed8a5,Untitled (swann-57040ed8a5),swann-57040ed8a5-record,https://www.swanngalleries.com/auction-lot/katalog-ausstellung-bruecke_57040ED8A5,
repoint,"Laurence Stephen Lowry British 1887-1976- ""Berwick-upon-Tweed""; reproduction printed in colours",Laurence Stephen Lowry|after|existing,roseberys-a0228-lot48,Untitled (A0228 lot 48),roseberys-a0228-lot48-record,https://www.roseberys.co.uk/bidding/A0228-modern-contemporary-prints-145/48-laurence-stephen-lowry-ra-rba-lg-ns-british-1887-1976-411524,
repoint,"Laurence Stephen Lowry British 1887-1976- ""His Family""; reproduction printed in colours",Laurence Stephen Lowry|after|existing,roseberys-a0250-lot57,Untitled (A0250 lot 57),roseberys-a0250-lot57-record,https://www.roseberys.co.uk/bidding/A0250-modern-contemporary-prints-165/57-laurence-stephen-lowry-ra-rba-lg-ns-british-1887-1976-his-421738,
repoint,"Laurence Stephen Lowry British 1887-1976- ""Two Brothers""; reproduction printed in colours",Laurence Stephen Lowry|after|existing,roseberys-a0250-lot58,Untitled (A0250 lot 58),roseberys-a0250-lot58-record,https://www.roseberys.co.uk/bidding/A0250-modern-contemporary-prints-165/58-laurence-stephen-lowry-ra-rba-lg-ns-british-1887-1976-two-421739,
repoint,Lots 209-219 are from the archive of Gresham Studio,Alan Davie||existing,roseberys-a0207-lot209,"Alan Davie CBE RA HRSW, Scottish 1920-2014- ""Cosmic Signals No 1-4"" screenprints in colours, four, ea. signed, dated 01, inscribed 'publishers proof' and two numbered 4/5 in pencil,ea. bearing publishers blind stamp, ea. 65.5x87cm, (4), (unframed), (may be subject to Droit de Suite)",roseberys-a0207-lot209-record,https://www.roseberys.co.uk/bidding/A0207-modern-contemporary-prints-128/209-lots-209-219-are-from-the-archive-of-gresham-studio-400832,
repoint,Lots 209-219 from archive of Gresham Studio,Alan Davie||existing,roseberys-a0207-lot209,"Alan Davie CBE RA HRSW, Scottish 1920-2014- ""Cosmic Signals No 1-4"" screenprints in colours, four, ea. signed, dated 01, inscribed 'publishers proof' and two numbered 4/5 in pencil,ea. bearing publishers blind stamp, ea. 65.5x87cm, (4), (unframed), (may be subject to Droit de Suite)",roseberys-a0207-lot209-record,https://www.roseberys.co.uk/bidding/A0207-modern-contemporary-prints-128/209-lots-209-219-are-from-the-archive-of-gresham-studio-400832,
repoint,Lots 252-274 have following:,Jean Camberoque||existing,roseberys-a0213-lot252,"Gallery 32, Alexander St., Notting Hill Gate, London; the private collection of A Leslie",roseberys-a0213-lot252-record,https://www.roseberys.co.uk/bidding/A0213-modern-contemporary-prints-multiples-133/252-lots-252-274-have-the-followinggallery-32-alexander-st-405157,
repoint,Lots 97-112 from a private collection comprising of etchings printed and published by 2RC Edizioni d'Arte,Arnaldo Pomodoro||existing,roseberys-a0324-lot97,"""Lettera di Divisione dei Terreni"", ""Lettera Sbarrata"", ""Lettera Solare"" and ""Lettere con la Discesa"" from the 7 Lettere suite",roseberys-a0324-lot97-record,https://www.roseberys.co.uk/bidding/A0324-modern-contemporary-prints-multiples-229/97-lots-97-112-are-from-a-private-collection-comprising-of-445786,
repoint,"Luca Giordano, Manner of.",Luca Giordano|manner_of|new,bonhams-13916-5,"Christ Disputing with the Doctors in the Temple (B. 3), c.",bonhams-13916-5-record,https://www.bonhams.com/auction/13916/lot/5/luca-giordano-christ-disputing-with-the-doctors-in-the-temple/,
repoint,"Luca Giordano, Manner of.",Luca Giordano|manner_of|new,forum-134658,Cavalry skirmish,forum-134658-record,https://www.forumauctions.co.uk/bidding/1147-editions-1500-2024-887/285-luca-giordano-1634-1705-manner-of-cavalry-skirmish-134658,
repoint,Marc Chagall. Quai de la Tournelle,Marc Chagall||existing,bonhams-cw-Marc_Chagall._Quai_de_la_Tournelle-M.-351-quai_de_la_tournelle_pl_1_from_regards_sur_paris,"Quai de la Tournelle, pl. 1, from Regards sur Paris",bonhams-23451-8-record,https://www.bonhams.com/auction/23451/lot/8/marc-chagall-quai-de-la-tournelle-pl-1-from-regards-sur-paris/,
repoint,Maurizo Cattelan and Pierpaolo Ferrari for Selleti wears Toiletpaper,Maurizio Cattelan||existing; Pierpaolo Ferrari||new,roseberys-a0261-lot337,Untitled (A0261 lot 337),roseberys-a0261-lot337-record,https://www.roseberys.co.uk/bidding/A0261-modern-contemporary-prints-176/337-maurizo-cattelan-and-pierpaolo-ferrari-for-selleti-wears-423878,
repoint,PLEASE SPLIT INTO THREE LOTS OF £100-150 RESERVE £90 EACHThree Copies of Derrière le Miroir,Saul Steinberg||existing,roseberys-a0228-lot77,Untitled (A0228 lot 77),roseberys-a0228-lot77-record,https://www.roseberys.co.uk/bidding/A0228-modern-contemporary-prints-145/77-please-split-into-three-lots-of-100-150-reserve-90-411591,
repoint,PROPERTY FROM COLLECTION OF LATE CLODAGH WADDINGTON,Michael Craig-Martin||existing,roseberys-a0503-lot274,W,roseberys-a0503-lot274-record,https://www.roseberys.co.uk/bidding/A0503-prints-multiples-385/274-property-from-the-collection-of-the-late-clodagh-506472,
repoint,PROPERTY FROM COLLECTION OF LATE CLODAGH WADDINGTON,Eduardo Paolozzi||existing,roseberys-a0494-lot287,"Underground Design, Folio X",roseberys-a0494-lot287-record,https://www.roseberys.co.uk/bidding/A0494-prints-multiples-376/287-property-from-the-collection-of-the-late-clodagh-502573,
repoint,PROPERTY FROM COLLECTION OF LATE CLODAGH WADDINGTON,Mimmo Paladino||existing,roseberys-a0503-lot45,Star Sign (Cancer),roseberys-a0494-lot76-record roseberys-a0503-lot45-record,https://www.roseberys.co.uk/bidding/A0494-prints-multiples-376/76-property-from-the-collection-of-the-late-clodagh-502576 https://www.roseberys.co.uk/bidding/A0503-prints-multiples-385/45-property-from-the-collection-of-the-late-clodagh-506474,
repoint,PROPERTY FROM COLLECTION OF LATE CLODAGH WADDINGTON,Michael Craig-Martin||existing,roseberys-a0494-lot301,W,roseberys-a0494-lot301-record,https://www.roseberys.co.uk/bidding/A0494-prints-multiples-376/301-property-from-the-collection-of-the-late-clodagh-502567,
repoint,PROPERTY FROM COLLECTION OF LATE CLODAGH WADDINGTON,Ian Davenport||existing,roseberys-a0494-lot267,Two untitled etchings,roseberys-a0494-lot267-record,https://www.roseberys.co.uk/bidding/A0494-prints-multiples-376/267-property-from-the-collection-of-the-late-clodagh-502571,
repoint,PROPERTY FROM COLLECTION OF LATE CLODAGH WADDINGTON,Joe Tilson||existing,roseberys-a0494-lot245,"The Stones of Venice, Sant' Alpio Rio",roseberys-a0494-lot245-record,https://www.roseberys.co.uk/bidding/A0494-prints-multiples-376/245-property-from-the-collection-of-the-late-clodagh-502568,
repoint,PROPERTY FROM COLLECTION OF LATE CLODAGH WADDINGTON,Antoni Tàpies||existing,roseberys-a0494-lot46,Negre i Vermill,roseberys-a0494-lot46-record,https://www.roseberys.co.uk/bidding/A0494-prints-multiples-376/46-property-from-the-collection-of-the-late-clodagh-502570,
repoint,PROPERTY FROM COLLECTION OF LATE CLODAGH WADDINGTON,Antoni Tàpies||existing,roseberys-a0494-lot45,Signes i Oxid,roseberys-a0494-lot45-record,https://www.roseberys.co.uk/bidding/A0494-prints-multiples-376/45-property-from-the-collection-of-the-late-clodagh-502569,
repoint,Pablo Picasso 1881-1973- Tête de Faune; lithograph printed in colours on Richard de Bas,Pablo Picasso|after|existing,roseberys-a0228-lot272,Untitled (A0228 lot 272),roseberys-a0228-lot272-record,https://www.roseberys.co.uk/bidding/A0228-modern-contemporary-prints-145/272-after-pablo-picasso-1881-1973-tte-de-faune-lithograph-411568,
repoint,Paroles Peintes II.,Various Artists||existing,swann-8da44b89d9,Untitled (swann-8da44b89d9),swann-8da44b89d9-record,https://www.swanngalleries.com/auction-lot/paroles-peintes-ii_8DA44B89D9,
repoint,"Picasso and others.- Valéry and others. La Nouvelle Revue Française, 13 vol., portrait frontispieces",Various Artists||existing,forum-82689,"*** Each of the volumes have a portrait frontispiece of the author, executed by a different contemporary artist. Perhaps the most notable is the lithograph portrait of poet Paul Valéry (1921) by Pablo Picasso (Bloch 39, Mourlot 4). Others are by Marc Chagall; Raoul Dufy; Léonard-Tsuguharu Foujíta; Marie Laurencin; Max Ernst; Georges Aubert; de Segonzac and Edouard Viullard.",forum-82689-record,https://www.forumauctions.co.uk/bidding/1084-prints-and-editions-1500-2021-385/89-picasso-pablo-and-others-val233ry-paul-and-others-la-82689,
repoint,Please note,Grayson Perry||existing,roseberys-a0662-lot233,Recipe for Humanity,roseberys-a0662-lot233-record,https://www.roseberys.co.uk/bidding/A0662-prints-multiples-539/233-please-note-this-lot-is-from-an-edition-of-250-and-not-as-574056,
repoint,Please note,Antony Micallef||existing,roseberys-a0662-lot225,Bestial Descent,roseberys-a0662-lot225-record,https://www.roseberys.co.uk/bidding/A0662-prints-multiples-539/225-please-note-this-print-is-a-mixed-media-with-gold-leaf-on-573786,
repoint,Please note artist name & title should read: Ivan Picelji,Ivan Picelj||existing; Victor Vasarely||existing,roseberys-a0395-lot148,Untitled (Composition with black and blue circles and pink line),roseberys-a0395-lot148-record,https://www.roseberys.co.uk/bidding/A0395-prints-multiples-285/148-please-note-the-artist-name-title-should-read-ivan-picelji-468025,
repoint,Property of an Urban Art Collector,Banksy||existing,roseberys-a0529-lot407,Rude Copper,roseberys-a0529-lot407-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/407-property-of-an-urban-art-collectorbanksy-british-b1974-rude-517428,
repoint,Property of an Urban Art Collector,Rugman||new,roseberys-a0529-lot417,Sid Vicious,roseberys-a0529-lot417-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/417-property-of-an-urban-art-collector-rugman-british-b1978-sid-517432,
repoint,Property of an Urban Art Collector,Joe Webb||existing,roseberys-a0529-lot419,Untitled Blue Silhouette,roseberys-a0529-lot419-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/419-property-of-an-urban-art-collector-joe-webb-british-b1976-517423,
repoint,Property of an Urban Art Collector,Ben Allen||existing,roseberys-a0529-lot416,Cowgirl One,roseberys-a0529-lot416-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/416-property-of-an-urban-art-collector-ben-allen-british-b1979-517433,
repoint,Property of an Urban Art Collector,Pure Evil (Charles Uzzell Edwards)||existing,roseberys-a0529-lot418,Pandas Rock,roseberys-a0529-lot418-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/418-property-of-an-urban-art-collector-pure-evil-british-1968-517417,
repoint,Property of an Urban Art Collector,Daisy Garn||new,roseberys-a0529-lot421,Untitled Legs,roseberys-a0529-lot421-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/421-property-of-an-urban-art-collector-daisy-garn-british-517418,
repoint,Property of an Urban Art Collector,Mark Perronet||new,roseberys-a0529-lot413,I could do that,roseberys-a0529-lot413-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/413-property-of-an-urban-art-collector-mark-perronet-british-517416,
repoint,Property of an Urban Art Collector,CEPT||existing,roseberys-a0529-lot420,Love Will Tear Us Apart,roseberys-a0529-lot420-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/420-property-of-an-urban-art-collector-cept-british-b1972-love-517430,
repoint,Property of an Urban Art Collector,Ben Eine||existing,roseberys-a0529-lot427,Moniker (black),roseberys-a0529-lot427-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/427-property-of-an-urban-art-collector-ben-eine-british-b1970-517427,
repoint,Property of an Urban Art Collector,Jimmy Cauty||new,roseberys-a0529-lot422,Suicide Swans,roseberys-a0529-lot422-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/422-property-of-an-urban-art-collector-jimmy-cauty-british-517419,
repoint,Property of an Urban Art Collector,Jimmy Cauty||new,roseberys-a0529-lot424,"Dead Dad 1, Dead Dad 2 and Operation Magic Kingdom",roseberys-a0529-lot424-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/424-property-of-an-urban-art-collector-jimmy-cauty-british-517421,
repoint,Property of an Urban Art Collector,Jimmy Cauty||new,roseberys-a0529-lot423,"Occupation Day, One Penny and Memento Mori Stamps",roseberys-a0529-lot423-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/423-property-of-an-urban-art-collector-jimmy-cauty-british-517420,
repoint,Property of an Urban Art Collector,Ben Eine||existing,roseberys-a0529-lot426,Untitled (Pink Alphabet),roseberys-a0529-lot426-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/426-property-of-an-urban-art-collector-ben-eine-british-b1970-517426,
repoint,Property of an Urban Art Collector,Jamie Reid||existing,roseberys-a0550-lot711,Never Trust a Punk,roseberys-a0529-lot411-record roseberys-a0550-lot711-record,https://www.roseberys.co.uk/bidding/A0529-prints-multiples-part-1-409/411-property-of-an-urban-art-collectorjamie-reid-british-b1947-517422 https://www.roseberys.co.uk/bidding/A0550-prints-multiples-429/711-property-of-an-urban-art-collectorjamie-reid-british-b1947-523906,
repoint,RTO Anna Pugh,Anna Pugh||existing,roseberys-a0345-lot23,Untitled (A0345 lot 23),roseberys-a0345-lot23-record,https://www.roseberys.co.uk/bidding/A0345-online-modern-contemporary-prints-244/23-rto-anna-pugh-british-b1938-dragon-fly-and-bonsai-beach-452276,
repoint,RTO Michael Carlo,Michael Carlo||existing,roseberys-a0378-lot24,Path through the Trees,roseberys-a0378-lot24-record,https://www.roseberys.co.uk/bidding/A0378-online-modern-contemporary-prints-276/24-rto-michael-carlo-british-b1945-path-through-the-465386,
repoint,RTO TO BE AUTHENTICATED,Keith Haring|attributed_to|existing,roseberys-a0359-lot89,Angel dog barking,roseberys-a0359-lot89-record,https://www.roseberys.co.uk/bidding/A0359-online-modern-contemporary-prints-258/89-rto-to-be-authenticated-attributed-to-keith-haring-american-458721,
repoint,Regards sur Paris.,Various Artists||existing,swann-d214f16bfd,Untitled (swann-d214f16bfd),swann-d214f16bfd-record,https://www.swanngalleries.com/auction-lot/regards-sur-paris_D214F16BFD,
repoint,Rembrandt van Rijn and others.,Rembrandt van Rijn||existing,forum-82721,A Collection of Etchings... [201 works included],forum-82721-record,https://www.forumauctions.co.uk/bidding/1084-prints-and-editions-1500-2021-385/17-rembrandt-van-rijn-1606-1669-and-others-a-collection-of-82721,
repoint,Roy Lichtenstein; Andy Warhol; Keith Haring; Jean-Michel Basquiat; Yoko Ono,Roy Lichtenstein||existing; Andy Warhol||existing; Keith Haring||existing; Jean-Michel Basquiat||existing; Yoko Ono||existing,bonhams-cw-Roy_Lichtenstein;_Andy_Warhol;_Keith_Haring;_Jean-Michel_Basquiat;_Yoko_Ono-Corlett-III.33-rain_dance,Rain Dance,bonhams-20740-108-record,https://www.bonhams.com/auction/20740/lot/108/roy-lichtenstein-andy-warhol-keith-haring-jean-michel-basquiat-yoko-ono-rain-dance-corlett-iii33-the-rare-offset-lithograph-printed-in-colours-1985-signed-by-each-artist-in-various-inks-published-by-unicef-new-york-the-full-sheet-787-x-559mm-31-x-22in-unframed/,
repoint,Ruby Editions-,Various Artists||existing,roseberys-a0324-lot93,"Portfolio 1: William Burroughs, Cozette de Charmoy & Henri Chopin",roseberys-a0305-lot119-record roseberys-a0305-lot118-record roseberys-a0324-lot93-record,https://www.roseberys.co.uk/bidding/A0305-modern-contemporary-prints-212/119-ruby-editions-portfolio-1-william-burroughs-cozette-de-438170 https://www.roseberys.co.uk/bidding/A0305-modern-contemporary-prints-212/118-ruby-editions-portfolio-1-william-burroughs-cozette-de-438171 https://www.roseberys.co.uk/bidding/A0324-modern-contemporary-prints-multiples-229/93-ruby-editions-portfolio-1-william-burroughs-cozette-de-445704,
repoint,SEMA-,Various Artists||existing,roseberys-a0356-lot37,15 Originalsteinzeichnungen,roseberys-a0356-lot37-record,https://www.roseberys.co.uk/bidding/A0356-modern-contemporary-prints-multiples-255/37-sema-15-originalsteinzeichnungenpublished-by-delphin-verlag-457107,
repoint,Scuola italiana.,Italian School||existing,forum-36650,"Disegno preparatorio per un carro, probabilmente da costruire per un set teatrale.",forum-36650-record,https://www.forumauctions.co.uk/bidding/4510-online-sale-prints-drawings-16th-to-93/96-scuola-italiana-seconda-met224-del-xviii-secolo-disegno-36650,
repoint,Scuola italiana.,Italian School||existing,forum-36665,"Studio per ""Carrozzino"". Inchiostro bruno e acquarello su carta vergellata priva di filigrana. In basso al centro iscrizione 'Carrozzino da Citta zecchini no. 190'. Dimensioni del foglio: 212 x 292 mm.",forum-36665-record,https://www.forumauctions.co.uk/bidding/4510-online-sale-prints-drawings-16th-to-93/108-scuola-italiana-fine-settecento-studio-per-36665,
repoint,Sonettes et Eau-Fortes.,Various Artists||existing,swann-3164f5c8ea,Untitled (swann-3164f5c8ea),swann-3164f5c8ea-record,https://www.swanngalleries.com/auction-lot/sonettes-et-eau-fortes_3164F5C8EA,
repoint,"Stanley Anderson British 1884-1966- ""Windswept Corn""",Stanley Anderson RA RE||existing,roseberys-a0228-lot35,Untitled (A0228 lot 35),roseberys-a0228-lot35-record,https://www.roseberys.co.uk/bidding/A0228-modern-contemporary-prints-145/35-stanley-anderson-ra-re-british-1884-1966-windswept-corn-411584,
repoint,"Stanley Anderson British 1884-1966- ""Windswept Corn""",Stanley Anderson RA RE||existing,"roseberys-cw-Stanley_Anderson_British_1884-1966-_""Windswept_Corn""-RM_&_HH-221-untitled_a0228_lot_35",Untitled (A0228 lot 35),roseberys-a0228-lot35-record,https://www.roseberys.co.uk/bidding/A0228-modern-contemporary-prints-145/35-stanley-anderson-ra-re-british-1884-1966-windswept-corn-411584,
repoint,Stephen Spender (British 1909-1985),Stephen Spender||new; David Hockney||existing,roseberys-a0612-lot257,China Diary,roseberys-a0612-lot257-record,https://www.roseberys.co.uk/bidding/A0612-prints-multiples-488/257-stephen-spender-british-1909-1985-david-hockney-om-ch-ra-556601,
repoint,"Tauba Auerbach, André Cadere, K8 Hardy, Sam Pulitzer, and Peter Saville",Various Artists||existing,forum-89846,Artist's Space Portfolio,forum-89846-record,https://www.forumauctions.co.uk/bidding/1094-prints-and-editions-427/172-tauba-auerbach-andr233-cadere-k8-hardy-sam-pulitzer-and-89846,
repoint,The following lots 66-71 are from the Curwen Studio Archive,Prunella Clough||existing,roseberys-a0324-lot66,''Bubble Wrap'' 1993,roseberys-a0324-lot66-record,https://www.roseberys.co.uk/bidding/A0324-modern-contemporary-prints-multiples-229/66-the-following-lots-66-71-are-from-the-curwen-studio-445590,
repoint,Three prints.,Various Artists||existing,"swann-cw-Three_prints.-City_Canyons,_lithograph,_circa-1935-untitled_swann_0124ea99b8",Untitled (swann-0124ea99b8),swann-0124ea99b8-record,https://www.swanngalleries.com/auction-lot/three-prints_0124EA99B8,
repoint,Two color etchings.,Various Artists||existing,swann-5144b79bd9,Untitled (swann-5144b79bd9),swann-5144b79bd9-record,https://www.swanngalleries.com/auction-lot/two-color-etchings_5144B79BD9,
repoint,Various Artists- Curwen 50th Anniversary Portfolio; published by Curwen Studio,Various Artists||existing,roseberys-a0213-lot39,Untitled (A0213 lot 39),roseberys-a0213-lot39-record,https://www.roseberys.co.uk/bidding/A0213-modern-contemporary-prints-multiples-133/39-various-artists-curwen-50th-anniversary-portfolio-published-405242,
repoint,"Verve: An Artistic and Literary Quarterly Vol.1 Nos.1,4; Vol.4 Nos.13, 21-22",Various Artists||existing,forum-134898,"Five issues, 1937-1948, comprising lithographs printed in colours by and after Henri Matisse, Joan Miró, Fernand Léger, Georges Rouault, and André Derain, each bound as issued within the original pictorial covers, each overall 360 x 270mm (14 x 10 1/2in) (4 books)",forum-134898-record,https://www.forumauctions.co.uk/bidding/1147-editions-1500-2024-887/266-verve-an-artistic-and-literary-quarterly-five-issues-1937-134898,
repoint,"Verve: An Artistic and Literary Quarterly Vol.1, Nos.2-3; Vol.2 Nos.5-6, 8; Vol.3, Nos.31-32, Vol.4, Nos.14-16, 24; Vol.5, Nos.17-20; Vol.7, Nos.25-26",Various Artists||existing,forum-134899,"18 issues, 1937-51, comprising lithographs printed in colours by and after Chagall, Miro, Kandinsky, Derain and others, each bound as issued within the original pictorial covers, each overall 360 x 270mm (14 x 10 1/2in) (11 books)",forum-134899-record,https://www.forumauctions.co.uk/bidding/1147-editions-1500-2024-887/265-verve-an-artistic-and-literary-quarterly-vol1-nos2-3-vol2-134899,
repoint,WITHDRAWN. Arnaldo Pomodoro,Arnaldo Pomodoro||existing,roseberys-a0345-lot49,Untitled (A0345 lot 49),roseberys-a0345-lot49-record,https://www.roseberys.co.uk/bidding/A0345-online-modern-contemporary-prints-244/49-withdrawn-arnaldo-pomodoro-italian-b1926-lettera-sbarrata-452305,
repoint,WITHDRAWN. Arnaldo Pomodoro,Arnaldo Pomodoro||existing,roseberys-a0345-lot51,Untitled (A0345 lot 51),roseberys-a0345-lot51-record,https://www.roseberys.co.uk/bidding/A0345-online-modern-contemporary-prints-244/51-withdrawn-arnaldo-pomodoro-italian-b1926-lettera-di-452319,
repoint,WITHDRAWN. Arnaldo Pomodoro,Arnaldo Pomodoro||existing,roseberys-a0345-lot48,Untitled (A0345 lot 48),roseberys-a0345-lot48-record,https://www.roseberys.co.uk/bidding/A0345-online-modern-contemporary-prints-244/48-withdrawn-arnaldo-pomodoro-italian-b1926-lettera-solare-452301,
repoint,Walasse Ting (Chinese/American 1928-2010) &,Walasse Ting||existing; Sam Francis||existing; Various Artists||existing,roseberys-a0743-lot348,One Cent Life folio,roseberys-a0743-lot348-record,https://www.roseberys.co.uk/bidding/A0743-prints-multiples-623/348-walasse-ting-chineseamerican-1928-2010-sam-francis-american-605901,
repoint,following lots 123-146 from Curwen Studio Archive,Mark Hearld||existing,roseberys-a0228-lot123,"Mark Hearld, British b.1974- ''Birds and Beasts, Curwen Menagerie''; lithograph printed in colours, signed and numbered 34/75 and dated 09 in black crayon, 64x101cm, (unframed) (may be subject to Droit de Suite)",roseberys-a0228-lot123-record,https://www.roseberys.co.uk/bidding/A0228-modern-contemporary-prints-145/123-the-following-lots-123-146-are-from-the-curwen-studio-411457,
repoint,following lots 140-154 from Curwen Studio Archive,Mark Hearld||existing,roseberys-a0290-lot140,"''Birds and Beasts, Curwen Menagerie''",roseberys-a0290-lot140-record,https://www.roseberys.co.uk/bidding/A0290-modern-contemporary-prints-201/140-the-following-lots-140-154-are-from-the-curwen-studio-433536,
