impressionId,editionRunId,stored,newSize,house,sold,text
bonhams-21795-101,bonhams-21795-101-er,,195,Bonhams,True,"Linocut in black and orange on Arches paper, signed in red crayon and numbered in pencil 156/195 (there were also approx. 20 artist's proofs), published/printed by Arnéra, Vallauris, with margins. 25 3/8 x 20 3/4in sheet 30 1/8 x 25 3/8in"
bonhams-21795-110,bonhams-21795-110-er,,168,Bonhams,True,"Linocut in brown on Arches paper, signed in blue crayon and numbered in pencil 26/168 (there were also 25 artist's proofs), published/printed by Arnéra, Vallauris, with full margins. 25 1/8 x 20 7/8in sheet 29 5/8 x 24 1/2in"
bonhams-21795-111,bonhams-21795-111-er,,185,Bonhams,True,"Linocut in colors on Arches paper, signed in green crayon and numbered in pencil 79/185 (there were also approx. 40 artist's proofs), published/printed by Arnéra, Vallauris, with full margins. 25 1/8 x 20 7/8in sheet 29 1/2 x 24 1/2in"
bonhams-21795-112,bonhams-21795-112-er,,50,Bonhams,True,"Etching, aquatint and drypoint on wove paper, with the artist's stamped signature and numbered in pencil 32/50, with margins, framed. 8 3/4 x 12 5/8in sheet 14 7/8 x 18 5/8in"
bonhams-21795-113,bonhams-21795-113-er,,50,Bonhams,True,"Etching with aquatint on wove paper, with the artist's stamped signature and numbered in pencil 35/50, with margins, framed. 8 7/8 x 12 5/8in sheet 15 x 18 1/2in"
bonhams-21795-117,bonhams-21795-117-er,,50,Bonhams,True,"Mezzotint on wove paper, with the artist's stamped signature and numbered in pencil 33/50, published by Galerie Louise Leiris, Paris, 1981, with full margins, framed. 9 x 12 7/8in sheet 15 x 18 3/4in"
bonhams-21795-118,bonhams-21795-118-er,,50,Bonhams,True,"Etching on wove paper, with the artist's stamped signature and numbered in pencil 50/50 (there were also 15 artist's proofs), published by Galerie Louise Leiris, Paris, with full margins, framed. 10 3/4 x 13 3/4in sheet 16 1/4 x 18 7/8in"
bonhams-21795-119,bonhams-21795-119-er,,50,Bonhams,True,"Etching on wove paper, with the artist's stamped signature and numbered in pencil 42/50 (there were also 15 artist's proofs), published by Galerie Louise Leiris, Paris, with margins, framed. 8 1/8 x 5 7/8in sheet 12 7/8 x 10in"
bonhams-21795-120,bonhams-21795-120-er,,50,Bonhams,False,"Aquatint on wove paper, with the artist's stamped signature and numbered in pencil 17/50 (there were also 15 artist's proofs), published by Galerie Louise Leiris, Paris, with full margins, framed. 14 1/2 x 19 3/8in sheet 19 7/8 x 26in"
bonhams-21795-121,bonhams-21795-121-er,,50,Bonhams,True,"Etching on wove paper, with the artist's stamped signature and numbered in pencil 23/50 (there were also 15 artist's proofs), published by Galerie Louise Leiris, Paris, with full margins, framed. 14 1/2 x 19 1/2in sheet 19 7/8 x 25 7/8in"
bonhams-21795-122,bonhams-21795-122-er,,50,Bonhams,True,"Aquatint and drypoint on wove paper, with the artist's stamped signature and numbered in pencil 43/50 (there were also 15 artist's proofs), published by Galerie Louise Leiris, Paris, with margins, framed. 9 x 12 1/8in sheet 14 1/4 x 17 7/8in"
bonhams-21795-178,bonhams-21795-178-er,,45,Bonhams,True,"Screenprint in colors on Okawara paper, numbered in pencil 5/45 on verso (there were also 4 artist's proofs), with the blindstamp of the publisher, New City Editions, Venice, California, the full sheet. sheet 34 3/4 x 30in"
bonhams-21795-295,bonhams-21795-295-er,,150,Bonhams,True,"Screenprint in colors with die-cut holes on cream wove paper, with stamped signature and numbered in pencil 128/150, published/printed by Paris Review/Chiron Press, New York, the full sheet. 37 1/8 x 27 1/8in"
bonhams-21795-84,bonhams-21795-84-er,,50,Bonhams,True,"Lithograph on Arches paper, signed in red crayon and numbered in pencil 11/50 (there were also 5 artist's proofs), with full margins. 8 5/8 x 15 5/8in sheet 13 x 19 5/8in"
bonhams-21795-89,bonhams-21795-89-er,,50,Bonhams,True,"Etching and aquatint with rich plate tone on laid paper with Bull watermark, with the artist's stamped signature and numbered in pencil 34/50, with margins, framed. 9 x 13 3/4in sheet 14 1/8 x 20 5/8in"
bonhams-21795-95,bonhams-21795-95-er,,200,Bonhams,True,"Linocut in colors on wove paper, signed in red crayon and numbered in pencil 42/200, published/printed by Arnéra, Vallauris, with trimmed margins, laid down to cardboard. 26 x 20 1/2in sheet 30 1/2 x 23 1/8in"
bonhams-21795-96,bonhams-21795-96-er,,200,Bonhams,True,"Linocut in colors on wove paper, signed in red crayon and numbered in pencil 44/200 (there were also 20 artist's proofs), published/printed by Arnéra, Vallauris, with trimmed margins, laid down to cardboard. 25 5/8 x 21 1/8in sheet 30 1/2 x 23 1/4in"
bonhams-21795-97,bonhams-21795-97-er,,200,Bonhams,True,"Linocut in colors on wove paper, signed in red crayon and numbered in pencil 34/200 (there were also 21 artist's proofs), published/printed by Arnéra, Vallauris, with margins. 25 7/8 x 21 1/4in sheet 30 1/2 x 23 3/8in"
bonhams-21795-99,bonhams-21795-99-er,,175,Bonhams,True,"Linocut in reddish brown on wove paper, signed in red crayon and numbered in pencil 43/175, published/printed by Arnéra, Vallauris, with margins. 25 x 20 5/8in sheet 30 1/4 x 26in"
bonhams-21803-3079,bonhams-21803-3079-er,,135,Bonhams,False,"Color screenprint on wove paper, numbered in pencil 100/135, with the blindstamp of the publisher, Editions Denise Rene, Paris, printed by Atelier d'Arcay, Paris, with full margins, in apparently good condition aside from sheet toned, foxing, framed (not examined out of frame). 15 x 11in sheet 26 x "
bonhams-21803-3080,bonhams-21803-3080-er,,135,Bonhams,True,"Color screenprint on wove paper, numbered in pencil 111/135, with the blindstamp of the publisher, Éditions Denise René, Paris, printed by Atelier d'Arcay, Paris, with full margins, in apparently good condition aside from sheet toned, framed (not examined out of frame). 16 1/4 x 12 3/4in sheet 261/4"
bonhams-21803-3100,bonhams-21803-3100-er,,200,Bonhams,True,"Color lithograph on Arches paper, signed in black crayon and numbered in pencil 18/200, with margins, in good condition aside from time staining, soft handling creases, surface soiling, not framed. 35 x 24 1/2in sheet 39 1/4 x 25 3/4in"
bonhams-21808-5042,bonhams-21808-5042-er,,135,Bonhams,True,"Color screenprint on wove paper, numbered in pencil 100/135, with the blindstamp of the publisher, Editions Denise Rene, Paris, printed by Atelier d'Arcay, Paris, with full margins, in apparently good condition aside from sheet toned, foxing, framed (not examined out of frame). 15 x 11in sheet 26 x "
bonhams-21815-7118,bonhams-21815-7118-er,,500,Bonhams,True,"Offset lithograph in colors on wove paper, signed in brown felt-tip pen and numbered in pencil 408/500 (there were also 75 artist's proofs), published/printed by The New York Association for the Blind/Kordett Color Graphics and Rupert Jasen Smith, New York, the full sheet, framed. sheet 9 x 12in"
bonhams-21924-48,bonhams-21924-48-er,,85,Bonhams,False,"Screenprint in colors on heavy wove paper, numbered in pencil 61/85, signed in pencil by the executor and dated '11-19.01' with the Estate stamp on the verso, published by DeSanctis Carr Fine Art, Los Angeles, 2001, the full sheet, framed. sheet 40 x 40in"
bonhams-22259-46,bonhams-22259-46-er,,56,Bonhams,True,"Lithograph on Japanese paper with partial watermark, signed in pencil and numbered 'No. 50/56 III', with wide margins, framed. 10 x 13 3/8in sheet 15 x 17 3/4in"
bonhams-22259-64,bonhams-22259-64-er,,150,Bonhams,True,"Etching and aquatint in colors on Japon nacre paper, with stamped signature and Atelier Magritte blindstamp, numbered in pencil 67/150 (the total edition was 350), published/printed by Georges Visat, Paris, with full margins, framed. 3 3/4 x 5 1/2in sheet 10 3/4 x 8 3/4in"
bonhams-22259-93,bonhams-22259-93-er,,50,Bonhams,False,"Etching on wove paper, with artist's stamped signature and numbered in pencil 42/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 1/2 x 19 1/4in sheet 19 7/8 x 25 3/4in"
bonhams-22259-94,bonhams-22259-94-er,,50,Bonhams,True,"Etching on wove paper, with artist's stamped signature and numbered in pencil 44/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 3/8 x 19 3/8in sheet 19 3/4 x 25 7/8in"
bonhams-22259-95,bonhams-22259-95-er,,50,Bonhams,True,"Aquatint on wove paper, with the artist's stamped signature and numbered in pencil 17/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 1/2 x 19 3/8in sheet 19 7/8 x 26in"
bonhams-22259-96,bonhams-22259-96-er,,50,Bonhams,False,"Etching on wove paper, with artist's stamped signature and numbered in pencil 41/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 3/8 x 19 3/8in sheet 19 3/4 x 25 7/8in"
bonhams-22259-97,bonhams-22259-97-er,,50,Bonhams,False,"Etching on wove paper, with artist's stamped signature and numbered in pencil 38/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 3/8 x 19 3/8in sheet 19 7/8 x 25 3/4in"
bonhams-22475-121,bonhams-22475-121-er,,50,Bonhams,True,"Etching and aquatint on wove paper, with the stamped signature and numbered in pencil 33/50 (there were also 15 artist's proofs), published by Galerie Louise Leiris, Paris, 1981, with full margins, framed. 8 3/4 x 12 5/8in sheet 15 x 18 5/8in"
bonhams-22475-123,bonhams-22475-123-er,,50,Bonhams,True,"Etching on wove paper, with artist's stamped signature and numbered in pencil 38/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with margins, framed. 12 3/8 x 16 3/8in sheet 17 3/4 x 22 3/8in"
bonhams-22475-126,bonhams-22475-126-er,,50,Bonhams,True,"Etching on wove paper, with artist's stamped signature and numbered in pencil 42/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 1/2 x 19 1/4in sheet 19 7/8 x 25 3/4in"
bonhams-22475-127,bonhams-22475-127-er,,50,Bonhams,True,"Etching on wove paper, with artist's stamped signature and numbered in pencil 41/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 3/8 x 19 3/8in sheet 19 3/4 x 25 7/8in"
bonhams-22475-128,bonhams-22475-128-er,,50,Bonhams,False,"Etching on wove paper, with artist's stamped signature and numbered in pencil 38/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 3/8 x 19 3/8in sheet 19 7/8 x 25 3/4in"
bonhams-22475-185,bonhams-22475-185-er,,85,Bonhams,True,"Screenprint in colors on heavy wove paper, numbered in pencil 61/85, signed in pencil by the executor and dated '11-19.01', with the Estate stamp on the verso, published by DeSanctis Carr Fine Art, Los Angeles, 2001, the full sheet, framed. sheet 40 x 40in"
bonhams-22573-167,bonhams-22573-167-er,,95,Bonhams,False,"Etching with drypoint and gouache printed in colours, 1967, on japan, signed and numbered in pencil 33/95, printed by Atelier Robbe, Paris, the full sheet, 140 x 80mm (5 1/2 x 3 1/4in)(PL) (unframed)"
bonhams-22574-139,bonhams-22574-139-er,,95,Bonhams,False,"Etching with drypoint and gouache printed in colours, 1967, on japan, signed and numbered in pencil 33/95, printed by Atelier Robbe, Paris, the full sheet, 140 x 80mm (5 1/2 x 3 1/4in)(PL) (unframed)"
bonhams-22691-25,bonhams-22691-25-er,,70,Bonhams,True,"Lithograph in colours, 1971, signed and numbered in pencil 22/70, 749 x 549mm (I), published by the Curwen Press"
bonhams-22803-42,bonhams-22803-42-er,,50,Bonhams,True,"Lithograph, 1958, on wove with Holland watermark, signed and numbered 'No.24/50 III' in pencil, with wide margins, 460 x 292mm (15 3/4 x 11 1/2in)(I)"
bonhams-23150-103,bonhams-23150-103-er,,100,Bonhams,False,"Woodcut in colors inked à la poupée on tan wove paper, signed in ink (faded) and numbered in pencil 77/100, with margins, framed. 11 x 6 3/4in sheet 12 3/4 x 8 1/2in"
bonhams-23150-144,bonhams-23150-144-er,,50,Bonhams,False,"Etching on wove paper, with artist's stamped signature and numbered in pencil 40/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with margins, framed. 14 3/8 x 19 3/8in sheet 19 3/4 x 25 5/8in"
bonhams-23150-216,bonhams-23150-216-er,,85,Bonhams,True,"Screenprint in colors on wove paper, printed 2004, numbered in pencil 60/85; stamped with the Estate stamp and signed and dated '10-19-04'in ink by the executor, Gerard Basquiat, verso, published by DeSanctis Carr Fine Art, Los Angeles, the full sheet, framed. sheet 61 x 48in"
bonhams-23150-246,bonhams-23150-246-er,,70,Bonhams,True,"Embossing on Arches paper, signed in red crayon, dated '69' and numbered in pencil 43/70 (there were also 9 artist's proofs), with the blindstamp of the publisher, Gemini G.E.L., Los Angeles, the full sheet, framed. sheet 29 3/4 x 37in"
bonhams-23395-52,bonhams-23395-52-er,,50,Bonhams,False,"Etching on wove paper, with artist's stamped signature and numbered in pencil 38/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 3/8 x 19 3/8in sheet 19 7/8 x 25 3/4in"
bonhams-23435-107,bonhams-23435-107-er,,50,Bonhams,True,"Etching on wove paper, with artist's stamped signature and numbered in pencil 40/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with margins, framed. 14 3/8 x 19 3/8in sheet 19 3/4 x 25 5/8in"
bonhams-23435-96,bonhams-23435-96-er,,50,Bonhams,True,"Etching on laid paper with taureau watermark, with the artist's stamped signature and numbered in pencil 29/50 (there were also 19 artist's proofs), published by Galerie Louise Leiris, Paris, 1980, with full margins, framed. 9 3/4 x 10 7/8in sheet 14 x 20 1/2in"
bonhams-23435-97,bonhams-23435-97-er,,75,Bonhams,True,"Lithograph on chine appliqué to Rives BFK support, signed in red pencil and numbered in pencil 8/75, published/printed by Louis Broder/Atelier Desjobert, Paris, with margins, framed. 9 x 6 5/8in sheet 16 x 12in"
bonhams-23451-23,bonhams-23451-23-er,,300,Bonhams,True,"Lithograph in colors on Arches paper, stamped signature, numbered in pencil 29/300, with the blindstamps of the Russian State Museum, Leningrad, published/printed by Eduard Nakhamkin Ltd./Atelier Ettinger, with full margins, framed. 26 3/4 x 20in sheet 32 1/4 x 24in"
bonhams-23451-49,bonhams-23451-49-er,,50,Bonhams,True,"Etching on wove paper, with artist's stamped signature and numbered in pencil 38/50 (there were also 15 artist's proofs in Roman numerals), published by Galerie Louise Leiris, Paris, 1978, with full margins, framed. 14 3/8 x 19 3/8in sheet 19 7/8 x 25 3/4in"
bonhams-23546-230,bonhams-23546-230-er,,300,Bonhams,False,"Screenprint in colours, 2000, on Somerset wove, signed and numbered in pencil 286/300 verso, printed by Coriander Studios, London, published by Counter Editions, London, the full sheet printed to the edges, 735 x 995mm (29 x 39 1/4in)(SH)"
bonhams-23584-16,bonhams-23584-16-er,,107,Bonhams,True,"Lithograph, 1958, on wove, with the Holland watermark, signed and numbered 'No.29/107 IV' in pencil, with wide margins, 460 x 292mm (15 3/4 x 11 1/2in)(I)"
bonhams-23584-17,bonhams-23584-17-er,,108,Bonhams,True,"Lithograph, 1960, on wove, with a partial Holland watermark, signed and numbered 'No. 42/108 III' in pencil, with margins, 355 x 285mm (14 x 11 1/4in)(I)"
bonhams-24037-216,bonhams-24037-216-er,,300,Bonhams,True,"Screenprint in colours, 2000, on Somerset wove, signed and numbered in pencil 286/300 verso, printed by Coriander Studios, London, published by Counter Editions, London, the full sheet printed to the edges, 735 x 995mm (29 x 39 1/4in)(SH)"
bonhams-24068-123,bonhams-24068-123-er,,50,Bonhams,True,"Lithograph in red on Arches paper, signed in red crayon and numbered in pencil 22/50 (there were also a few artist's proofs), with full margins, framed. 19 3/4 x 27 1/8in sheet 22 x 29 7/8in"
bonhams-24068-135,bonhams-24068-135-er,,125,Bonhams,False,"Collotype in colors on wove paper, signed in blue crayon by Picasso and numbered in pencil 44/125, with the inkstamp of the publisher, Guy Spitzer, Paris, on verso, with wide margins. 28 3/4 x 23 1/4in sheet 40 1/2 x 28 7/8in"
bonhams-24206-116,bonhams-24206-116-er,,250,Bonhams,True,"Screenprint in colors on Arches Aquarelle paper, signed in pencil by the artist and black felt-tip pen by Mick Jagger, numbered in pencil 135/250 (there were also 50 artist's proofs), with the copyright inkstamp of the publisher, Seabird Editions, London, verso, printed by Alexander Heinrici, New Yo"
bonhams-24723-4,bonhams-24723-4-er,,75,Bonhams,True,"Lithographic poster in colors without text on wove paper, after the lithograph by the same name (see Mourlot 689), numbered in pencil 10/75, with printed inscription and signature of the printer Charles Sorlier, published by Maeght, Paris, the full sheet, deckle edge on three sides. sheet 64 x 48in "
bonhams-24724-174,bonhams-24724-174-er,500,1000,Bonhams,True,"Offset lithograph in colors on Rives paper, signed in felt pen, numbered in pencil 217/1000 (from the edition of 500 with the Swiss stamp, there was also an edition of 500 with the U.S. stamp), published by the United Nations Disaster Relief Organization, New York, with full margins, framed. 7 x 8 1"
bonhams-24724-194,bonhams-24724-194-er,,250,Bonhams,True,"Screenprint in colors on Arches Aquarelle paper, signed in pencil by the artist and blue felt pen by Mick Jagger, numbered in pencil 48/250 (there were also 50 artist's proofs), with the copyright inkstamp of the publisher, Seabird Editions, London, verso, printed by Alexander Heinrici, New York, th"
bonhams-25210-31,bonhams-25210-31-er,,650,Bonhams,True,"Lithograph, etching and silkscreen poster in colors on C.M. Fabriano paper, numbered in pencil 604/650, printed by R.R.C. Rome, Italy, the full sheet, framed. sheet 39 x 25in (99.06 x 63.5cm)"
bonhams-25210-47,bonhams-25210-47-er,,2500,Bonhams,True,"Screenprint in colors on Vellum paper, numbered in pencil 81/2500 and stamped in blue ink published by Sunday B. Morning and fill in your own signature, verso, published by Sunday B. Morning, the full sheet; accompanied by the Sunday B. Morning Certificate of Authenticity. sheet 16 1/2 x 22 1/2in (4"
bonhams-25210-51,bonhams-25210-51-er,,1000,Bonhams,True,"Screenprint in colors on museum board, numbered in pencil 117/1000 and stamped in blue ink published by Sunday B. Morning and fill in your own signature, verso, published by Sunday B. Morning, the full sheet; accompanied by the Sunday B. Morning Certificate of Authenticity. sheet 19 3/4 x 15 5/8in ("
bonhams-25275-29,bonhams-25275-29-er,,150,Bonhams,True,"Etching in colors on Rives BFK paper, with artist's stamped signature and numbered in pencil 86/150, published by Éditions Georges Visat, Paris, with the blindstamp 'Gravure Originale Atelier René Magritte,' with full margins, framed. 5 1/2 x 4 1/4in (13.9 x 10.7cm) sheet 11 x 8 7/8in (27.9 x 22.5cm"
bonhams-25276-129,bonhams-25276-129-er,,380,Bonhams,True,"Screenprint in colors on wove paper, initialed in the screen as issued, numbered in pencil 102/380, published by Ernst Beyeler, Galerie Beyeler, Basel, as a 1974 New Year's greeting, with full margins, framed. 14 3/4 x 8 1/2in (37.5 x 21.5cm) sheet 16 x 10in (40.6 x 25.4cm)"
bonhams-25276-45,bonhams-25276-45-er,,50,Bonhams,False,"Etching and aquatint on laid paper, with the artist's stamped signature and numbered in pencil 34/50 (there were also 20 artist's proofs), published by Galerie Louise Leiris, Paris, with margins, framed. 9 x 13 3/4in (22.8 x 34.9cm) sheet 14 1/8 x 20 5/8in (35.9 x 52.3cm)"
bonhams-25294-98,bonhams-25294-98-er,,12,Bonhams,False,"Etching and aquatint on laid paper, an impression of the fourth and final state, with the artist's ink stamp initials, numbered in pencil 5/12, with margins, framed. 4 3/4 x 4 11/16in (12.1 x 11.9cm) sheet 9 1/8 x 6 3/4in (23.2 x 17.2cm)"
bonhams-25438-86,bonhams-25438-86-er,,57,Bonhams,True,"Lithograph, 1955, on simili-Japan paper, signed and numbered No.23/57 in pencil, with margins, some pale mount staining, in good condition Image 280 x 332mm. (11 x 13in.); Sheet 308 x 357mm. (11 1/8 x 14in.)"
bonhams-25714-32,bonhams-25714-32-er,,50,Bonhams,True,"with the artist's blindstamp 'CT' (lower right); with the Photographia Twombly inkstamp and numbered in pencil '26/50' (on the reverse) pigment print on wove paper Image: 6 x 5 3/4 in. (15.2 x 14.6 cm.) Sheet: 11 3/4 x 8 1/4 in. (29.8 x 21 cm.) This work was executed in 2008, and is number twenty-si"
bonhams-26141-128,bonhams-26141-128-er,,650,Bonhams,True,"Lithograph, etching and silkscreen poster in colors on C.M. Fabriano paper, numbered in pencil 604/650, printed by R.R.C. Rome, Italy, the full sheet with text, framed. sheet 39 1/2 x 25in (100.3 x 63.5cm)"
bonhams-26146-131,bonhams-26146-131-er,,600,Bonhams,False,"4 lithographs, two in colors, on Arches paper, each stamped-signed and numbered in pencil 528/600 (there were also 30 artist's proofs in Roman numerals), with the printed title and original drawing date on verso, published by Artcurial Diffusions for the Société Azygos/Anticip, printed by Art Estamp"
bonhams-26523-103,bonhams-26523-103-er,,600,Bonhams,True,"Screenprint in red and black, on wove paper, numbered in pencil 201/600, with the blindstamp of the publisher, Pictures on Walls, London, with full margins. sheet 27 5/8 x 19 3/4in (70 x 50cm)"
bonhams-26523-163,bonhams-26523-163-er,,100,Bonhams,True,"Offset lithograph, on wove paper, signed in ink and numbered in pencil 93/100 (there were also an unrecorded number of artist's proofs), with the blindstamp of publisher, Ives-Sillman, New Haven, with full margins, framed. 13 1/2 x 22 1/2in (34.3 x 57.2cm) sheet 22 1/8 x 30in (56.2 x 76.2cm)"
bonhams-26523-62,bonhams-26523-62-er,55,50,Bonhams,True,"Etching, on laid Richard de Bas paper, stamp signed and numbered in pencil 25/50 (aside from the pencil signed edition of 55) published by Louise Leiris, 1981, with full margins, framed. 8 7/16 x 12 3/16in (21.4 x 31cm) sheet 15 3/4 x 20in (40 x 50.8cm)"
bonhams-26523-63,bonhams-26523-63-er,,50,Bonhams,True,"Aquatint, on wove paper, the second (final) state, stamped signed, numbered in pencil 32/50 (there were also 18 artist's proofs), published by Galerie Louise Leiris, Paris, printed by Frélaut, 1961, with full margins, framed. plate 11 3/4 by 9 1/2in (29.8 x 24.1cm) sheet 19 1/2 x 16in (49.5 x 40.6cm"
bonhams-26523-69,bonhams-26523-69-er,1000,200,Bonhams,True,"Lithograph, on Arches paper, signed in blue crayon and numbered in pencil 46/200 (aside from the stamp signed edition of 1000), with full margins, framed. 25 5/8 x 19 1/2in (65.1 x 49.5cm) sheet 30 x 22 1/4in (76.2 x 56.5cm)"
bonhams-26523-76,bonhams-26523-76-er,,50,Bonhams,True,"Etching, on wove paper, stamp signed and numbered in pencil 30/50 (there were also 15 artist's proofs), with full margins. 14 1/2 x 19 1/2in (36.8 x 49.5cm) sheet 19 7/8 x 25 7/8in (50.5 x 65.7cm)"
bonhams-26740-247,bonhams-26740-247-er,,175,Bonhams,True,"Screenprint in colors on Museum Board, signed and numbered in pencil 58/175, with the blindstamp of the publisher, Transworld Art Corp., New York, printed by Chiron Press, New York, with full margins. 16 3/8 x 16 3/8in (41.6 x 41.6cm) sheet 26 x 19 1/2in (66 x 49.6cm)"
bonhams-26740-35,bonhams-26740-35-er,,1000,Bonhams,False,"Etching on chine collé with Van Gelder paper support, signed in ink and numbered in pencil 478/1000, published for Cinquante Dessins, printed by Victor Jacquemin, Paris, with full margins. 5 5/8 x 3 7/8in (14.3 x 9.8cm) sheet 12 x 8 1/4in (30.5 x 20.9cm)"
bonhams-26740-39,bonhams-26740-39-er,,150,Bonhams,True,"Lithograph in colors on Arches Vellum, signed, dated and numbered in pencil 37/150 (before the separate poster edition with lettering) published/printed by Berggruen/Mourlot, Paris, the full sheet. sheet 25 5/8 x 19 5/8in (65 x 49.7cm)"
bonhams-26741-19,bonhams-26741-19-er,,300,Bonhams,False,"Embossing on handmade paper with 23 carat gold leaf, with incised signature of the artist, signed and numbered in pencil 182/300 by Baron Heger de Löwenfeld, and embossed title and text, 'Sculpt. Heger de Löwenfeld; Or Fin 23 Carats,' published by Heger de Löwenfeld & Pierre de Tartas, Geneva, the f"
bonhams-26741-63,bonhams-26741-63-er,,200,Bonhams,True,"Lithograph in colors on Rives paper, before the lettering, numbered in pencil 136/200, with the blindstamp of the publisher, Maeght Editeur, Paris, printed by Atelier Maeght, Levallois, France, the full sheet, framed. sheet 25 7/8 x 19 2/8in (65.7 x 48.8cm)"
bonhams-26741-9,bonhams-26741-9-er,,200,Bonhams,True,"Screenprint in colors on Arches paper, signed in pen, numbered in pencil 95/200, published by Jean Bruller, Paris, with wide margins. 17 3/4 x 13 1/4in (45 x 33.6cm) sheet 22 x 15in (55.8 x 38.1cm)"
bonhams-26742-150,bonhams-26742-150-er,,50,Bonhams,True,"Screenprint in colors on Somerset Satin paper, numbered in pencil 40/50 (there were also 20 artist's proofs), stamped, signed and dated by the administrators of the Estate of Jean-Michel Basquiat, Lisane Basquiat and Jeanine Heriveaux verso, additionally signed and numbered on the accompanying lette"
bonhams-26742-65,bonhams-26742-65-er,,50,Bonhams,True,"Aquatint, etching, scraper and drypoint on wove paper, stamp-signed and numbered in pencil 13/50, published by Edition Galerie Louise Leiris, Paris, printed by Aldo Crommelynck, Paris, with full margins, framed. 19 1/2 x 16in (49.5 x 40.6cm) sheet 26 3/4 x 22 1/4in (67.9 x 56.5cm)"
bonhams-26742-69,bonhams-26742-69-er,,50,Bonhams,False,"Etching with aquatint on wove paper, with the artist's stamped signature and numbered in pencil 35/50, with full margins, framed. 8 7/8 x 12 5/8in (22.5 x 32cm) sheet 15 x 18 1/2in (38.1 x 47cm)"
bonhams-26743-103,bonhams-26743-103-er,,350,Bonhams,True,"Lithograph in colors on Arches paper, signed in the plate, numbered in pencil 25/350 and dated, with the blindstamp of the publisher the Guggenheim Museum, New York, the full sheet. 19 7/8 x 19 5/8in (50.5 x 49.8cm) sheet 31 x 25 inches (78.7 x 63.5 cm)"
bonhams-26743-48,bonhams-26743-48-er,,250,Bonhams,True,"Lithograph in colors on Arches paper, with the artist's signature inkstamp and numbered in pencil 26/250, with the blindstamp of the publisher, Musee Fernand Leger, Biot, France, with full margins, framed. 30 x 21in (76.2 x 53.3cm) sheet 35 x 24in (88.9 x 60.9cm)"
bonhams-26743-96,bonhams-26743-96-er,,500,Bonhams,False,"A complete portfolio of 22 offset lithographs in colors on Mohawk Superfine paper, each numbered in pencil 157/500, with the blindstamp of the publisher Disney, Burbank, California, with full margins, contained in Iris bookcloth box with 23K gold foil stamp as issued. (22 works) assorted image 11 1/"
bonhams-26756-102,bonhams-26756-102-er,,75,Bonhams,True,"Lithograph in colors, on Arches paper, signed in ink (faded) and numbered in pencil 56/75, published by Galerie Louise Leiris, Paris, printed by Mourlot, Paris, with full margins, red color attenuated, framed. 14 x 18 3/4in (35.6 x 47.6cm) sheet 19 3/4 x 25 3/4in (50.2 x 65.4cm)"
bonhams-26756-103,bonhams-26756-103-er,,200,Bonhams,True,"Screenprint in colors, on wove paper, signed in ink (faded) and numbered in pencil 181/200, published by La Guilde Internationale de la Gravure, Paris, printed by Jean Bruller, Paris, with margins, framed. 9 3/4 x 11 1/16in (24.8 x 28.1cm) sheet 14 7/8 x 19 1/2in (37.8 x 49.5cm)"
bonhams-26756-142,bonhams-26756-142-er,,40,Bonhams,True,"Aquatint, on laid Picasso watermark paper, numbered in pencil 22/40, with the inkstamp of Maya Ruiz Picasso (on reverse), with full margins, framed. 11 x 9 1/8in (27.9 x 23.2cm) sheet 17 5/8 x 13 3/8in (44.7 x 34cm)"
bonhams-26756-35,bonhams-26756-35-er,,300,Bonhams,False,"Wood engraving, on Japan paper, signed in brown ink and numbered in pencil 128/300, with the artist's red ink stamp, published by International Graphic Arts Society, Inc., New York, signed in pencil by the printer, Stefan Martin, with full margins, framed. 18 5/8 x 15 1/4in (47.3 x 38.7cm) sheet 25 "
bonhams-27173-119,bonhams-27173-119-er,,150,Bonhams,True,"cachet de l'atelier et numéroté 59/150 lithographie en couleurs 55 x 41cm (21 5/8 x 16 1/8in). with the atelier stamp, numbered in pencil 59/150 lithograph in colours"
