institution,accessionNumber,title,rawMedium
Centre national des arts plastiques,FNAC 2015-0766,Village sous la neige,Impression en couleur sur papier vélin d'Arches
Centre national des arts plastiques,FNAC 31163 (2),Leïla,Estampage
Centre national des arts plastiques,FNAC 26221,Concarneau,
Centre national des arts plastiques,FNAC 26208,Oranges et raisins,Gravure
Centre national des arts plastiques,FNAC 25918,L'Arc de Constantin,Gravure
Centre national des arts plastiques,FNAC 26224,Chassagne en Ardèche,
Centre national des arts plastiques,FNAC 26223,Les lugeurs,Gravure
Centre national des arts plastiques,FNAC 26205,Vieux village,Gravure
Centre national des arts plastiques,FNAC 26206,La Lune sur les champs,
Centre national des arts plastiques,FNAC 25933,La Vallée,
Centre national des arts plastiques,FNAC 34196,Corne de lune,
Centre national des arts plastiques,FNAC 12525,"Sospel, le vieux pont",
Centre national des arts plastiques,FNAC 12917,La chapelle de Saint-Théleau,
Centre national des arts plastiques,FNAC 13183,La colonne Vendôme,Gravure
Centre national des arts plastiques,FNAC 13282,La ville à la porte,Gravure
Centre national des arts plastiques,FNAC 12318,"L'église de Saint-Aignan, Loir-et-Cher",Gravure
Centre national des arts plastiques,FNAC 12324,Vieille maison à Moulineu,Gravure
Centre national des arts plastiques,FNAC 13261,L'enfant qui dort,
Centre national des arts plastiques,FNAC 12759,Le hameau,Gravure
Centre national des arts plastiques,FNAC 13199,"Joseph Massé céramiste, maître potier",Gravure
Centre national des arts plastiques,FNAC 12317,"L'entrée du château de Bertichères, Oise",Gravure
Centre national des arts plastiques,FNAC 13182,Dans la lande,
Centre national des arts plastiques,FNAC 12923,Noirmoutier le chemin montant,Gravure
Centre national des arts plastiques,FNAC 12737,La rue des chats (Troyes),
Centre national des arts plastiques,FNAC 13229,Le Loing à Saint Mamès,
Centre national des arts plastiques,FNAC 12934,Les péniches au repos,Gravure
Centre national des arts plastiques,FNAC 13178,La vieille église à Saint-Aignan,
Centre national des arts plastiques,FNAC 12524,Baie d'Alger à l'aube,Gravure
Centre national des arts plastiques,FNAC 12970,La voûte,Gravure
Centre national des arts plastiques,FNAC 12969,Léda,
Centre national des arts plastiques,FNAC 12325,Mendiante aveugle à Fez,
Centre national des arts plastiques,"FNAC 12326, INV 10093",Nature morte aux pommes,
Centre national des arts plastiques,FNAC 13179,La fileuse,
Centre national des arts plastiques,FNAC 13269,Démolition des fortifications,Gravure
Centre national des arts plastiques,FNAC 12818,Saint-Antonin-Noble-Val,
Centre national des arts plastiques,FNAC 13105,Navicelle,
Centre national des arts plastiques,FNAC 12323,Saint-Désert,Gravure
Centre national des arts plastiques,FNAC 12565,Une bécasse,Plaque gravée
Centre national des arts plastiques,FNAC 89658,(Sans titre),Papier grainé
Centre national des arts plastiques,FNAC 31639,Mistral nuit,
Centre national des arts plastiques,FNAC 31626,Gravure VII,
Centre national des arts plastiques,FNAC 32101,Fantôme,
Centre national des arts plastiques,FNAC 31648,Gravure III,
Centre national des arts plastiques,FNAC 32100,Plis,
Centre national des arts plastiques,FNAC 31931,Lune sous la mer,
Centre national des arts plastiques,FNAC 31641,Gravure III,
Centre national des arts plastiques,FNAC 31632,Histoire du hibou,
Centre national des arts plastiques,FNAC 32426,Dix-sept poemes,Pointe seche
Centre national des arts plastiques,FNAC 32099,Carré jaune,
Centre national des arts plastiques,FNAC 31638,Méridienne,
Centre national des arts plastiques,FNAC 31633,Paysage brisé,Gravure
Centre national des arts plastiques,FNAC 31627,Gravure VIII,
Centre national des arts plastiques,FNAC 33319,Sans titre,Gravure
Centre national des arts plastiques,FNAC 31647,Gravure II,Gravure sur papier vélin
Centre national des arts plastiques,FNAC 31810,בים האדום,
Centre national des arts plastiques,FNAC 31636,L'arbre,
Centre national des arts plastiques,FNAC 31854,Ramona vive su vida,Estampage
Centre national des arts plastiques,FNAC 31637,L'Automne,
Centre national des arts plastiques,FNAC 31634,Suite byzantine,Gravure
Centre national des arts plastiques,FNAC 27354,"Dieppe, la jetée",Gravure en noir
Centre national des arts plastiques,FNAC 27534,La Fuite en Egypte,
Centre national des arts plastiques,FNAC 27923,Vert et rouge,
Centre national des arts plastiques,FNAC 28261,L'oeuf cosmique,Gravure en couleurs
Centre national des arts plastiques,FNAC 28123,Le Gros de Grimaldi,
Centre national des arts plastiques,FNAC 28141,Parade,
Centre national des arts plastiques,FNAC 27709,Eclaircie,
Centre national des arts plastiques,FNAC 27788,Hollande,
Centre national des arts plastiques,FNAC 27353,Le Cheval blanc,Gravure en noir
Centre national des arts plastiques,FNAC 27787,Transhumance,
Centre national des arts plastiques,FNAC 27408,Poisson au filet,gravure en couleurs
Centre national des arts plastiques,FNAC 27707,Le rocher éternel,
Centre national des arts plastiques,FNAC 28364,Les Chardons en noir,
Centre national des arts plastiques,FNAC 27498,Oiseaux,
Centre national des arts plastiques,FNAC 27931,Persane,
Centre national des arts plastiques,FNAC 27484,Les courses,Gravure en couleur
Centre national des arts plastiques,FNAC 28112,Terra Cota,
Centre national des arts plastiques,FNAC 27409,Châtaignes,gravure en couleurs
Centre national des arts plastiques,FNAC 27871,L'étang,Gravure
Centre national des arts plastiques,FNAC 27501,Village vosgien,
Centre national des arts plastiques,FNAC 27410,L'homme aux oiseaux,gravure en couleurs
Centre national des arts plastiques,FNAC 28020,Composition,
Centre national des arts plastiques,FNAC 28021,Exécution capitale,
Centre national des arts plastiques,FNAC 28124,Bambara Black-out,
Centre national des arts plastiques,FNAC 27777,Vue d'Eyguières,
Centre national des arts plastiques,FNAC 27863,Nature morte aux poissons,
Centre national des arts plastiques,FNAC 27492,Marché en Bresse,Plaque gravée
Centre national des arts plastiques,FNAC 28363,Quai de la Rapée en noir,
Centre national des arts plastiques,FNAC 2626,Sur la place,Gravure en couleurs
Centre national des arts plastiques,FNAC 2638,Portrait de l'auteur,
Centre national des arts plastiques,FNAC 2622,Petit jour,Gravure en couleur
Centre national des arts plastiques,FNAC 2633,Nuit étoilée,Gravure originale en couleur
Centre national des arts plastiques,FNAC 2627,Quai des Tournelles,
Centre national des arts plastiques,FNAC 2625,Boulevard des Italiens,Gravure en couleurs
Centre national des arts plastiques,FNAC 2498,Rue Quéréon à Quimper,Gravure sur parchemin
Centre national des arts plastiques,FNAC 2618,Boy blue,Gravure originale en couleurs
Centre national des arts plastiques,FNAC 113,Le Christ en croix,Gravure
Centre national des arts plastiques,FNAC 2515,Sous-bois,
Centre national des arts plastiques,FNAC 2599,Calvaire,
Centre national des arts plastiques,FNAC 2634,Lever de lune,Gravure originale en couleur
Centre national des arts plastiques,FNAC 2624,En visite,Gravure en couleur
Centre national des arts plastiques,FNAC 2619,Baigneurs,Gravure en couleurs
Centre national des arts plastiques,FNAC 10-719 (1 à 10),Globalisateur pivotant,"Impression jet d'encre, métal et plexiglas"
Centre national des arts plastiques,FNAC 10-718 (1 à 10),Globalisateur pivotant,"Impression jet d'encre, métal et plexiglas"
Centre national des arts plastiques,FNAC 10-720 (1 à 10),Globalisateur pivotant,"Impression jet d'encre, métal et plexiglas"
Centre national des arts plastiques,FNAC 05-057,Couple d'oiseaux,Papier Canson ivoire
Centre national des arts plastiques,FNAC 31166 (2),M,Estampage
Centre national des arts plastiques,FNAC 05-056,Couple d'oiseaux,Papier Canson ivoire
Centre national des arts plastiques,FNAC 05-054,Couple d'oiseaux,Papier Canson ivoire
Centre national des arts plastiques,FNAC PFH-7064,La Main chaude,Typogravure Goupil en couleurs
Centre national des arts plastiques,FNAC 2380,La Lande bordée de pins,Gravure
Centre national des arts plastiques,FNAC 2094,L'Ile heureuse,
Centre national des arts plastiques,FNAC 2121,Première danseuse,
Centre national des arts plastiques,FNAC 2371,Le quai de Conti,Gravure
Centre national des arts plastiques,FNAC 2363,Tête de marin,Gravure
Centre national des arts plastiques,FNAC 2452,Portait de jeune fille,Gravure
Centre national des arts plastiques,FNAC 2456,L'église de Pavant,Gravure
Centre national des arts plastiques,FNAC 2128,Arlette,Gravure
Centre national des arts plastiques,FNAC 2116,Le cimetière où dorment les pauvres,Gravure
Centre national des arts plastiques,FNAC 2117,Vieille maison,Gravure en noir
Centre national des arts plastiques,FNAC 2383,Portrait,Gravure en couleurs
Centre national des arts plastiques,"FNAC 2146, FNAC 2790",A Boulogne,Gravure en couleur
Centre national des arts plastiques,FNAC 2448,Le Village sur la colline,Gravure
Centre national des arts plastiques,FNAC 2119,Le Racommodage,Gravure en couleurs
Centre national des arts plastiques,FNAC 2366,La chanson de la mariée,Gravure
Centre national des arts plastiques,FNAC 2469,Vieilles maisons à Gournay,
Centre national des arts plastiques,FNAC 1991,Au bord du ruisseau,
Centre national des arts plastiques,FNAC 2200,(Sans titre),Gravure
Centre national des arts plastiques,FNAC 2118,La vague,Gravure en couleurs
Centre national des arts plastiques,FNAC 2362,Sur le quai Montebello,Gravure
Centre national des arts plastiques,FNAC 2457,La Japonaise,Estampe
Centre national des arts plastiques,FNAC 2365,La femme en noir,Gravure
Centre national des arts plastiques,FNAC 2124,La Pluie,Gravure en couleurs
Centre national des arts plastiques,FNAC 2460,La Parisienne,Gravure
Centre national des arts plastiques,FNAC 2382,La mare,Gravure
Centre national des arts plastiques,FNAC 2416,Femme de Saint-Guénolé,
Centre national des arts plastiques,FNAC 2491,Effet de lumière,Gravure
Centre national des arts plastiques,FNAC 2120,Cathédrale,Gravure
Centre national des arts plastiques,FNAC 2364,Le souper de l'Apache,
Centre national des arts plastiques,FNAC 25693,Le Parc de l'Elysée,Planche gravée
Centre national des arts plastiques,FNAC 25135,La chute d'Icare,
Centre national des arts plastiques,FNAC 25106,Vase avec bouquet,
Centre national des arts plastiques,FNAC 25057,Bouquet au vase bleu,
Centre national des arts plastiques,FNAC 24793,Le village d'Ortoncourt,
Centre national des arts plastiques,FNAC 25611,Place Fürstenberg,Plaque gravée
Centre national des arts plastiques,FNAC 25146,Vue du château de Rambouillet,Planche gravée
Centre national des arts plastiques,FNAC 25446,Paysage de montagne,
Centre national des arts plastiques,FNAC 25448,15 août d'une chauve-souris,
Centre national des arts plastiques,FNAC 25620,Vignoble,
Centre national des arts plastiques,FNAC 25613,Saint Francois d'Assise,Plaque gravée
Centre national des arts plastiques,FNAC 25036,Neige sur la colline de Sion Vaudémont,
Centre national des arts plastiques,FNAC 25207,Paysage,
Centre national des arts plastiques,FNAC 25141,Taureaux en Camargue,Plaque gravée
Centre national des arts plastiques,FNAC 24958,Venise,
Centre national des arts plastiques,FNAC 25674,Venise,Gravure
Centre national des arts plastiques,FNAC 25225,L'après-midi au jardin,Gravure couleur
Centre national des arts plastiques,FNAC 25490,Pont de Paris,
Centre national des arts plastiques,FNAC 25033,Le dégel à Saxon,
Centre national des arts plastiques,FNAC 25037,Octobre en Lorraine,
Centre national des arts plastiques,FNAC 25118,Le manège,
Centre national des arts plastiques,FNAC 25108,"Châtaignes, escargots",Gravure
Centre national des arts plastiques,FNAC 25214,Elle 1,Gravure en couleurs
Centre national des arts plastiques,FNAC 25104,Le phare romain,
Centre national des arts plastiques,FNAC 25140,Bouquet dans un verre,Plaque gravée
Centre national des arts plastiques,FNAC 24956,Port en Bretagne,
Centre national des arts plastiques,FNAC 25614,L'île de Skye,Plaque gravée
Centre national des arts plastiques,FNAC 24759,Chaumes de Cordeville,Plaque gravée
Centre national des arts plastiques,FNAC 25400,Vue de l'Institut,Planche gravée
Centre national des arts plastiques,FNAC 25109,Poisson sur une feuille,
Centre national des arts plastiques,FNAC 25117,Provence,
Centre national des arts plastiques,FNAC 13,L'Assomption,Gravure
Centre national des arts plastiques,FNAC 10-677,Emprunt 7,Gravure sur inox brossé tirée sur papier Moulin du Gué 300 g
Centre national des arts plastiques,FNAC 25713,Le déjeuner,Gravure
Centre national des arts plastiques,FNAC 25675,Le troupeau,
Centre national des arts plastiques,FNAC 29917,Adolescente,
Centre national des arts plastiques,"FNAC 28708, FNAC 30010",Le soldat,Gravure
Centre national des arts plastiques,FNAC 19736,Nature morte au cadran,
Centre national des arts plastiques,FNAC 19359,La procession,
Centre national des arts plastiques,FNAC 29964,Obsession,
Centre national des arts plastiques,FNAC 19638,Femme au miroir,
Centre national des arts plastiques,FNAC 19802,Vue de Frascati,
Centre national des arts plastiques,FNAC 19183,Navire baleinier du Havre,Plaque gravée
Centre national des arts plastiques,FNAC 29937,Ocean de terre,
Centre national des arts plastiques,FNAC 19416,"Guillaume, ancien directeur des beaux arts",Plaque gravée
Centre national des arts plastiques,FNAC 19448,Le Gendarme,
Centre national des arts plastiques,FNAC 19301,Le Marquis de Chennevières,Plaque gravée
Centre national des arts plastiques,FNAC 19157,Fillette,Gravure
Centre national des arts plastiques,FNAC 30002,Paysage dalmate,Gravure
Centre national des arts plastiques,FNAC 29941,Nu au singe,
Centre national des arts plastiques,FNAC 19639,Moisson,Gravure
Centre national des arts plastiques,FNAC 19099,Diane,
Centre national des arts plastiques,FNAC 19189,(Sans titre),
Centre national des arts plastiques,FNAC 19636,Hommage à Rimbaud,
Centre national des arts plastiques,FNAC 29954,Dourgâ,
Centre national des arts plastiques,FNAC 19671,(Sans titre),Gravure
Centre national des arts plastiques,FNAC 19303,Jeux d'eau,
Centre national des arts plastiques,FNAC 19360,Fin de journée,
Centre national des arts plastiques,FNAC 19361,La grenouillère,
Centre national des arts plastiques,FNAC 29942,Fleur de mai,
Centre national des arts plastiques,FNAC 29966,Composition n° 3,
Centre national des arts plastiques,FNAC 19358,La baie de Séné,Gravure
Centre national des arts plastiques,FNAC 29932,L'éternité,
Centre national des arts plastiques,FNAC 19159,L'Eglise Saint-Paul,
Centre national des arts plastiques,FNAC 19175,Le chemineau,
Centre national des arts plastiques,"FNAC 28707, FNAC 30011",Le voyou,
Centre national des arts plastiques,FNAC 29945,La forêt,
Centre national des arts plastiques,FNAC 19188,(Sans titre),
Centre national des arts plastiques,FNAC 19542,La route du bois,
Centre national des arts plastiques,FNAC 19046,Notre-Dame-de-la-Joie,
Centre national des arts plastiques,FNAC 29934,Espoir II,
Centre national des arts plastiques,FNAC 30001,Paysage dalmate,Gravure
Centre national des arts plastiques,FNAC 29939,Le Tabac gris,
Centre national des arts plastiques,FNAC 29947,Rivages,
Centre national des arts plastiques,FNAC 19342,L'exode,Eaux-fortes
Centre national des arts plastiques,FNAC 19155,La Colline ensoleillée,
Centre national des arts plastiques,FNAC 19315,Repos dans les blés,
Centre national des arts plastiques,FNAC 19640,(Sans titre),
Centre national des arts plastiques,FNAC 19190,L'Inspiration chrétienne,Dessin
Centre national des arts plastiques,FNAC 29921,Migration solaire,gravure
Centre national des arts plastiques,FNAC 2015-0083,Synonymes,"Impression par procédé Diazo sur papier 80 gr, carton"
Centre national des arts plastiques,FNAC 124,Femme de face accoudée,Estampe
Centre national des arts plastiques,FNAC 118,Le Pont-neuf,Estampe
Centre national des arts plastiques,FNAC 114,Le quai Henri IV,Estampe
Centre national des arts plastiques,FNAC 123,"Le vieux manège, Dieppe",
Centre national des arts plastiques,FNAC 8051,Condor,Gravure
Centre national des arts plastiques,FNAC 112,Un toast,
Centre national des arts plastiques,FNAC 113,Voici l'iris en fleur,Estampe en couleur
Centre national des arts plastiques,FNAC 129,Pêcheurs de Grandcamp,Gravure
Centre national des arts plastiques,FNAC 130,Plateau de la Clarté; Ploumanach,Gravure en noir
Centre national des arts plastiques,FNAC 761,La Procession des rois mages,Gravure
Centre national des arts plastiques,FNAC 8103,Calvaire à Guillinen (Bretagne),
Centre national des arts plastiques,FNAC 125,Le Tramway,
Centre national des arts plastiques,FNAC 956,(Sans titre),Gravure
Centre national des arts plastiques,FNAC PFH-2870 (1),La Vierge au candélabre,Gravure
Centre national des arts plastiques,FNAC PFH-2869 (1),La Belle Jardinière,Gravure
Centre national des arts plastiques,FNAC PFH-10024,"Vue de la Bastille de Paris, de la Porte St Antoine, et d'une partie du Fauxbourg",Gravure
Centre national des arts plastiques,FNAC PFH-10023,Vue de l’Hôtel de Ville de Paris,Gravure
Centre national des arts plastiques,FNAC 16729 (1),Les châtaigniers,Gravure
Centre national des arts plastiques,FNAC 10-304 (1),Ours,
Centre national des arts plastiques,FNAC 10-696,Bad tree,Tirage numérique sur papier mat
Centre national des arts plastiques,FNAC 10-722,Grecque après tremblement de terre TV,Impression numérique sépia sur toile de coton
Centre national des arts plastiques,FNAC 22288,Lac,
Centre national des arts plastiques,FNAC 21584,Neige,
Centre national des arts plastiques,FNAC 22130,Châtaignes et escargots,
Centre national des arts plastiques,FNAC 21824,A la gloire de la main,
Centre national des arts plastiques,FNAC 22278,Maternité,Gravure
Centre national des arts plastiques,FNAC 22151,(Sans titre),Planche gravée
Centre national des arts plastiques,FNAC 22555,Le Bassin des Tuileries,
Centre national des arts plastiques,FNAC 22620,Vue du Colisée à Rome,Cuivre
Centre national des arts plastiques,FNAC 22293,Saint-Nazaire en 1940,
Centre national des arts plastiques,FNAC 22056,Flux et reflux,Planche gravée
Centre national des arts plastiques,FNAC 22079,Les Tuileries,
Centre national des arts plastiques,FNAC 21689,Bassin de l'arrière-port (La Rochelle),
Centre national des arts plastiques,FNAC 22269,La Descente de Croix,
Centre national des arts plastiques,FNAC 21820,Le Champ moissonné,
Centre national des arts plastiques,FNAC 22328,Fleurs des champs dans un verre : Automne,Plaque gravée
Centre national des arts plastiques,FNAC 22241,La charrette de foin,Gravure
Centre national des arts plastiques,FNAC 21688,Bateaux au port de La Rochelle,
Centre national des arts plastiques,FNAC 22294,(Sans titre),
Centre national des arts plastiques,FNAC 22345,Buste d'une femme,Plaque gravée
Centre national des arts plastiques,FNAC 22556,La place de la Concorde,
Centre national des arts plastiques,FNAC 22242,La plaine,Gravure
Centre national des arts plastiques,FNAC 22243,Le coteau,Gravure
Centre national des arts plastiques,FNAC 21823,Chemin de Kergrin,Gravure
Centre national des arts plastiques,FNAC 22623,La Jeune fille à la source,"Plaque gravée, bois"
Centre national des arts plastiques,FNAC 22244,Anémones,Gravure sur papier vergé
Centre national des arts plastiques,FNAC 22084,Bords de rivières,
Centre national des arts plastiques,FNAC 21986,(Sans titre),
Centre national des arts plastiques,FNAC 22087,Aux morilles,Gravure
Centre national des arts plastiques,FNAC 22138,Barques de pêche,
Centre national des arts plastiques,FNAC 21942,Paysage,"Plaque gravée, cuivre"
Centre national des arts plastiques,FNAC 21776,San Gimignano,
Centre national des arts plastiques,FNAC 21933,La Moisson après l'orage,Plaque gravée
Centre national des arts plastiques,FNAC 21687,Bassin du port à La Rochelle,
Centre national des arts plastiques,FNAC 22564,La Becquée,
Centre national des arts plastiques,FNAC 22150,La Cité vue d'en haut,Planche gravée
Centre national des arts plastiques,FNAC 21686,Bateaux à sec (La Rochelle),
Centre national des arts plastiques,FNAC 22478,(Sans titre),
Centre national des arts plastiques,FNAC PFH-6495 (1),Bords de la Marne à Lagny,
Centre national des arts plastiques,FNAC 10-721,Grecque après tremblement de terre C,Impression numérique sur papier calque
Centre national des arts plastiques,FNAC 10-717 (1 à 10),Globalisateur pivotant,"Impression jet d'encre, métal et plexiglas"
Centre national des arts plastiques,FNAC 10-694 (1 à 15),Shhh,Tampon en couleur sur papier de soie
Centre national des arts plastiques,FNAC PFH-7897 (1),Président Loubet,Gravure
Centre national des arts plastiques,FNAC PFH-7898 (1),Président Poincaré,Gravure
Centre national des arts plastiques,FNAC PFH-7896 (1),Président Carnot,Gravure
Centre national des arts plastiques,FNAC PFH-7333,Les Disciples d'Emmaüs,
Centre national des arts plastiques,FNAC PFH-7337,L'Eté,
Centre national des arts plastiques,FNAC PFH-7335,Le Concert champêtre,
Centre national des arts plastiques,FNAC 2679,Passage Morili,Gravure
Centre national des arts plastiques,FNAC 2802,Marée montante,Gravure
Centre national des arts plastiques,FNAC 2686,Le Contrefort de Saint-Séverin,Gravure
Centre national des arts plastiques,FNAC 2853,Ouvrier,Gravure
Centre national des arts plastiques,FNAC 2789,Grands saules,Gravure en couleurs
Centre national des arts plastiques,FNAC 2313,Bord de Seine,
Centre national des arts plastiques,FNAC 2816,Le Pont Neuf,Gravure originale en noir
Centre national des arts plastiques,FNAC 2387,Tête de vieille femme,Gravure
Centre national des arts plastiques,FNAC 2684,Les constructions de Colbert aux Gobelins,Gravure
Centre national des arts plastiques,FNAC 2288,Journée d'hiver,Gravure en couleurs
Centre national des arts plastiques,FNAC 2685,"Les Gobelins, la tapisserie",Gravure
Centre national des arts plastiques,FNAC 2689,"Dôme de l'ancienne académie de Médecine, rue de l'Hôtel Colbert",Gravure
Centre national des arts plastiques,FNAC 2688,Rue Lagrange,Gravure
Centre national des arts plastiques,FNAC 2807,Vieille rue à Gisors,Gravure
Centre national des arts plastiques,FNAC 2727,Fête à Montmartre,Gravure
Centre national des arts plastiques,FNAC 2644,Le Boulevard des Italiens,Gravure
Centre national des arts plastiques,FNAC 2677,Ancienne ruelle des Gobelins,Gravure
Centre national des arts plastiques,FNAC 2777,Arc-en-ciel,en couleurs
Centre national des arts plastiques,FNAC 2809,Les 108 à Boulogne-Sur-Mer,Gravure en noir
Centre national des arts plastiques,FNAC 2819,Maisons à Port-Thibault,Gravure en noir
Centre national des arts plastiques,FNAC 2430,Vers le large,Gravure
Centre national des arts plastiques,FNAC 2326,Le Rémouleur,Gravure en couleurs
Centre national des arts plastiques,FNAC 2681,Ancienne maison de la Reine Blanche,Gravure
Centre national des arts plastiques,FNAC 2160,Parisienne,Gravure
Centre national des arts plastiques,FNAC 2422,Grandes eaux,Gravure
Centre national des arts plastiques,FNAC 2266,Le Pont Neuf,Gravure
Centre national des arts plastiques,FNAC 2852,Traghetto,
Centre national des arts plastiques,FNAC 2267,Quai du Louvre,Gravure
Centre national des arts plastiques,FNAC 2857,"Bateaux italiens, port de Marseille",Gravure
Centre national des arts plastiques,FNAC 2735,La sirène,Gravure
Centre national des arts plastiques,FNAC 2693,Rue de Bièvre,Gravure
Centre national des arts plastiques,FNAC 2479,Les Deux amis,Gravure en couleurs
Centre national des arts plastiques,FNAC 1939,Nicolas Van Beresteyn,Gravure
Centre national des arts plastiques,FNAC 2178,San Giorgio,Gravure en couleurs
Centre national des arts plastiques,FNAC 2785,La Mare,Gravure en couleurs
Centre national des arts plastiques,FNAC 2845,Paysage,Gravure
Centre national des arts plastiques,FNAC 2776,Deuil marin,
Centre national des arts plastiques,FNAC 2847,Etude de nu,Gravure
Centre national des arts plastiques,FNAC 2676,La Rue des peupliers,Gravure
Centre national des arts plastiques,FNAC 2265,La plage de Berck la nuit,Gravure en couleur
Centre national des arts plastiques,FNAC 2235,L'Automne,Gravure
Centre national des arts plastiques,FNAC 2234,L'allée sous la neige,Gravure
Centre national des arts plastiques,FNAC 2781,Sur le quai,
Centre national des arts plastiques,FNAC 2327,La Neige,Gravure en couleurs
Centre national des arts plastiques,FNAC 2854,Portrait,Gravure
Centre national des arts plastiques,FNAC 2694,Place Maubert,Gravure
Centre national des arts plastiques,FNAC 2810,Le vieux charnier de Saint-Gervais,Gravure originale en noir
Centre national des arts plastiques,FNAC 2395,Tête d'enfant,Gravure
Centre national des arts plastiques,FNAC 2844,Le Laboureur,Gravure
Centre national des arts plastiques,FNAC 2682,Le Jardin des Gobelins,Gravure
Centre national des arts plastiques,FNAC 2687,Côté sud de l'église Saint-Séverin,Gravure
Centre national des arts plastiques,FNAC 2651,Panaderos,Gravure
Centre national des arts plastiques,FNAC 2783,Femmes de pêcheurs,Gravure en couleurs
Centre national des arts plastiques,FNAC 2782,Porte de Louvain,Gravure en couleurs
Centre national des arts plastiques,FNAC 2813,Impression du soir à Bruges,Gravure
Centre national des arts plastiques,FNAC 2808,Coucher de soleil,Gravure
Centre national des arts plastiques,FNAC 2771,Rayon de soleil,Gravure
Centre national des arts plastiques,FNAC 2421,Tempête,Gravure
Centre national des arts plastiques,FNAC 2420,Pont aux hirondelles,
Centre national des arts plastiques,FNAC 2848,Route vers la mer,
Centre national des arts plastiques,FNAC 2787,La Promenade,Gravure en couleurs
Centre national des arts plastiques,FNAC 2480,La Route de la révolte,Gravure
Centre national des arts plastiques,FNAC 2770,Les margelles,Gravure en couleurs
Centre national des arts plastiques,FNAC 2778,Côte basque,Gravure
Centre national des arts plastiques,FNAC 2900,Le soleil luit pour tous,Gravure
Centre national des arts plastiques,FNAC 2419,Maisons de pêcheurs,Gravure
Centre national des arts plastiques,FNAC 2775,Sous les pins,Gravure en couleurs
Centre national des arts plastiques,FNAC 2692,Boutique de friture rue Galande,Gravure
Centre national des arts plastiques,FNAC 2908,Montmartre,Gravure
Centre national des arts plastiques,FNAC 2678,"La Bièvre, vue du toit d'un mégissier",Gravure
Centre national des arts plastiques,FNAC 2817,Lagune de Venise,Gravure originale en noir
Centre national des arts plastiques,FNAC 2304,Les mouettes,Gravure
Centre national des arts plastiques,FNAC PFH-9005,Les Trois cygnes,
Centre national des arts plastiques,FNAC 2640,Le Petit Samuel,Gravure
Centre national des arts plastiques,FNAC 2884,Le Bain turc,
Centre national des arts plastiques,FNAC 2815,Chat au guet,Gravure
Centre national des arts plastiques,FNAC 2680,Remblais à l'ancienne Glacière,Gravure
Centre national des arts plastiques,FNAC 2331,La Vieille rue,Gravure
Centre national des arts plastiques,FNAC 2690,Entrée de l'ancienne Académie de Médecine,Gravure
Centre national des arts plastiques,FNAC 1982,Le remouleur,Gravure
Centre national des arts plastiques,FNAC 2812,Gabarres à Cassis,Gravure en noir
Centre national des arts plastiques,FNAC 2691,Habitants du quartier Saint-Séverin,Gravure
Centre national des arts plastiques,FNAC 2784,Rouen,Gravure
Centre national des arts plastiques,FNAC 2805,La Dame au manchon,
Centre national des arts plastiques,FNAC 2011-089 (2),Le Pont-Neuf,
Centre national des arts plastiques,FNAC PFH-7315 (1),Les Trois Grâces,
Centre national des arts plastiques,FNAC PFH-7316 (1),L'Enlèvement de Rebecca,
Centre national des arts plastiques,FNAC PFH-7316,L'Enlèvement de Rebecca,Planche gravée
Centre national des arts plastiques,FNAC PFH-7213 (1),Portrait de Rubens par lui-même,
Centre national des arts plastiques,FNAC PFH-6995 (2),Le Bénédicité,
Centre national des arts plastiques,FNAC PFH-7300 (1),Le Rêve des héros,
Centre national des arts plastiques,FNAC 2011-0132 (1),Le Cimetière de Saint-Privat,
Centre national des arts plastiques,FNAC PFH-7301 (1),Les Chériffas,
Centre national des arts plastiques,FNAC 2011-089 (1),Le Pont-Neuf,
Centre national des arts plastiques,FNAC PFH-7314 (1),Le Printemps,
Centre national des arts plastiques,FNAC PFH-7989 (2),Le Soir,
Centre national des arts plastiques,FNAC PFH-7213,Portrait de Rubens par lui-même,Planche gravée
Centre national des arts plastiques,FNAC PFH-7123 (2),"Bataille d'Iena, 1806",
Centre national des arts plastiques,FNAC 2011-0130 (1),Les Fileuses,
Centre national des arts plastiques,FNAC PFH-2506 (3),Lingering Autumn,Gravure sur papier
Centre national des arts plastiques,FNAC PFH-7301,Les Chériffas,
Centre national des arts plastiques,FNAC PFH-7311 (1),Le Lever du soleil,
Centre national des arts plastiques,FNAC PFH-7336 (1),La Muse Terpsichore,
Centre national des arts plastiques,FNAC 1878,Aux Champs-Elysées,
Centre national des arts plastiques,FNAC 1830,"Matin clair, Roscoff",Gravure en couleur
Centre national des arts plastiques,FNAC 1721,La Vierge et quatre saints,Gravure
Centre national des arts plastiques,FNAC 1559,Le Cabestan,Gravure en couleur
Centre national des arts plastiques,FNAC 1835,Paysage,Gravure
Centre national des arts plastiques,FNAC 1664,Conférence de La Haye,Gravure
Centre national des arts plastiques,FNAC 1831,Port de pêche,
Centre national des arts plastiques,FNAC 1836,La Sévillane,Gravure en couleurs
Centre national des arts plastiques,FNAC 1666,Saint Julien-le-Pauvre,Gravure
Centre national des arts plastiques,FNAC 10952,Le monument à la victoire de Verdun,Gravure
Centre national des arts plastiques,FNAC 10198,Sur la plage,
Centre national des arts plastiques,FNAC 10784,Le pont Louis-Philippe,
Centre national des arts plastiques,FNAC 10140,Voies de garage,Gravure
