lot_id,brand,artist,title,status,exclusion_reason
14453-359,bonhams,Victor Pasmore,"Victor Pasmore Il Risveglio della Psiche Etching and aquatint, 1982, printed in colours, on Fabriano paper, signed, dated and numbered 56/98 in pencil, printed by Vigna Antoniana Stamperia d'arte, Rome, published by Marlborough Fine Art; apparently in excellent condition, unexamined out of the frame 500 x 395mm (19 3/4 x 15 1/2in)(PL)",WD,withdrawn
14453-10,bonhams,A Collection,"A Collection Old Master and Decorative Prints A large and varied collection of eighteenth and nineteenth century works by and after various hands, including Earlom after Giordina, Hollar, de Marteau, Boilly, Verkolje, Hogarth and others; generally in good condition, collection unframed",WD,withdrawn
14453-81,bonhams,A Collection,"A Collection Caricatures Etchings, with hand colouring, including works by Tharpshooter, William Heath, E J Grant, and others; generally with faint time staining, some with paper loss, predominantly laid down, 13 unframed",WD,withdrawn
21837-257,bonhams,Norman Ackroyd RA,"Norman Ackroyd RA (British, born 1938) Minster Lovell Minster Lovell, Oxfordshire Etching with aquatint printed in colours, 1992, on wocve, signed, titled, dated and numbered 21/90 in pencil, with margins, 600 x 745mm (23 3/4 x 29 1/4in)(PL)",WD,withdrawn
10084-676,bonhams,,Claude Rowbotham - 2 Cornish scenes,SOLD,no_artist
10084-675,bonhams,,Claude Rowbotham 6 aquatints - Cornish,SOLD,no_artist
10084-674,bonhams,,Twelve 18th Century hand coloured prints,SOLD,no_artist
10084-673,bonhams,,After W. L. Wyllie: Trafalgar,BI,no_artist
10084-670,bonhams,,C*P*S* (Early 20th Century):,BI,no_artist
10084-667,bonhams,,Henry VIII coloured print,BI,no_artist
10084-679,bonhams,,Eton School playing fields: Image 34 x 51cm,SOLD,no_artist
10084-672,bonhams,,"A 19th century print Edinburgh from Calton Hill, 6 others",BI,no_artist
10084-677,bonhams,,Sir Hubert Herkomer 1849-1914 - portrait,SOLD,no_artist
10084-666,bonhams,,After Vernet:pr equestrian prints,SOLD,no_artist
10084-678,bonhams,,A collection of framed and glazed engravings and coloured prints,BI,no_artist
10084-661,bonhams,,After Snaffles: pair prints,SOLD,no_artist
10084-669,bonhams,,After Morland: 2 coloured engravings,SOLD,no_artist
10084-664,bonhams,,Coll. Cornish & other prints,SOLD,no_artist
10084-668,bonhams,,"After George Morland: Stable Amusement, etc",SOLD,no_artist
10084-665,bonhams,,Giles cartoon,SOLD,no_artist
10084-671,bonhams,,Coloured engraving of Royal Hospital at Greenwich,SOLD,no_artist
10084-663,bonhams,,"A series of four 18th century monochrome engravings of ladies,",SOLD,no_artist
10084-662,bonhams,,2 Snaffles prints,SOLD,no_artist
10172-341,bonhams,,A quantity of various unframed woodcuts and watercolours,SOLD,no_artist
10041-17,bonhams,,After Francis Calcraft Turner 53 x 65cm (20 3/4 x 25 1/2ins),BI,no_artist
10041-18,bonhams,,"Henry Scott Bridgwater (born 1864) British, after Jean Baptiste Camille Corot P. 37 x 49cm (14 1/2 x 19 1/4ins)",SOLD,no_artist
10041-15,bonhams,,"Turner, Faugh a Ballagh",BI,no_artist
10041-12,bonhams,,After John Frederick Herring I. 37x 45cm (14 1/2 x 17 3/4in),BI,no_artist
10041-16,bonhams,,"Turner, Scott on Satirist",BI,no_artist
10041-14,bonhams,,After John Frederick Herring I.37.5 x 45cm (14 3/4 x 17 3/4ins),BI,no_artist
10041-13,bonhams,,"English school, Kisber",SOLD,no_artist
10041-10,bonhams,,Charles Hunt (Born 1806) British P. 60 x 83cm (23 1/2 x 32 3/4ins),BI,no_artist
10041-11,bonhams,,After William and Henry Barraud I. 50 x 79cm (19 3/4 x 31ins),BI,no_artist
10041-8,bonhams,,After Pablo Picasso 47 x 74cm (18 1/2 x 29in),BI,no_artist
10041-7,bonhams,,After J**Wallis (circa 1810) British,SOLD,no_artist
10041-9,bonhams,,After James Fish of Warwick,BI,no_artist
10041-6,bonhams,,"Jaillot (Alexis Hubert), 547 x 990mm",BI,no_artist
10041-3,bonhams,,Etching children and cattle,BI,no_artist
10041-5,bonhams,,After Francis Grant I. 52 x 71.5cm (20 1/2 x 28 1/4ins),BI,no_artist
10041-4,bonhams,,After Edward Dayes I. 43 x 65cm (17 x 25 1/2ins),BI,no_artist
10041-2,bonhams,,A Russell Flint signed print 1964 17,SOLD,no_artist
10041-1,bonhams,,After Charles Robert Leslie R.A. P. 68.5 x 116.5cm (27 x 45 3/4ins),BI,no_artist
10065-210,bonhams,,Aquatint - London bridge and another of Nonsuch House Richmond,SOLD,no_artist
10078-221,bonhams,,"Arthur Briscoe (British, 1873-1943) Brixham (Hurst 310) (I) 19 x 25cm",BI,no_artist
10078-220,bonhams,,"Arthur Briscoe (British, 1873-1943) A complete catalogue of the etchings and drypoints of Arthur Brisco",SOLD,no_artist
10078-216,bonhams,,"William Lionel Wyllie (British, 1851-1931) Harbour scene, possibly Grimsby 20 x 40.5cm (Plate)",SOLD,no_artist
10078-212,bonhams,,"William Lionel Wyllie (British, 1851-1931) Estuary scene 22.8 x 35.5cm (Plate)",SOLD,no_artist
10078-222,bonhams,,"Thomas Sutherland After Thomas Whitcombe The Bombardment of Algiers, Aug 27th 1816 (I) 32 x 50.8cm",BI,no_artist
10078-214,bonhams,,"William Lionel Wyllie (British, 1851-1931) The Trawler Fleet 8.5 x 35.2cm (Plate)",SOLD,no_artist
10078-211,bonhams,,"Roland Langmaid (British, 1897-1956) Westminster 12.5 x 24.5cm (Plate) together with two etchings by Frank Harding 'Blackfriers Bridge' and 'Tower Bridge', each signed and titled in pencil (3)",SOLD,no_artist
10078-210,bonhams,,"William Lionell Wyllie (British, 1851-1931) Fishing below the Tower of London 48.5 x 36cm (Sheet)",SOLD,no_artist
10078-218,bonhams,,"William Lionel Wyllie (British, 1851-1931) Escape of H.M.S Calliope from Apia Harbour Samoa on the 16th March 1889 46 x 59.5cm (I)",BI,no_artist
10078-205,bonhams,,"William Lionel Wyllie (British, 1851-1931) London and Tower Bridge 15.8 x 37.3cm (Plate)",SOLD,no_artist
10078-202,bonhams,,"William Lionel Wyllie (British, 1851-1931) London Bridge and St Pauls from the Thames 22.1 x 37.2cm (Plate)",SOLD,no_artist
10078-208,bonhams,,"William Lionel Wyllie (British, 1851-1931) Shipping off Portsmouth",SOLD,no_artist
10078-204,bonhams,,"William Lional Wyllie (British, 1851-1931) Whitby Cobbles 21.2cm x 49.5cm (Plate)",BI,no_artist
10078-200,bonhams,,"William Lionel Wyllie (British, 1851-1931) Shipping in a busy estuary 25cm x 45cm (Plate)",SOLD,no_artist
10078-207,bonhams,,"William Lionel Wyllie (British, 1851-1931) Sailing off Portsmouth",SOLD,no_artist
10078-201,bonhams,,"William Lionel Wyllie (British, 1851-1931) Glasgow 22.5cm x 37.2cm (Plate)",BI,no_artist
10078-203,bonhams,,"William Lionel Wyllie (British, 1851-1931) Rouen 16 x 37.5cm (Plate)",BI,no_artist
10090-8,bonhams,,Combined Item,SOLD,no_artist
10090-9,bonhams,,Dutch school gouache on glass,SOLD,no_artist
10090-2,bonhams,,John Piper Print signed in pencil,SOLD,no_artist
10090-6,bonhams,,set of 4 prints,SOLD,no_artist
10090-3,bonhams,,"After G Stubbs, Shooting",SOLD,no_artist
10090-7,bonhams,,stipple engraving,SOLD,no_artist
10090-1,bonhams,,"A pair of coloured lithographs, sporting subjects",SOLD,no_artist
10090-4,bonhams,,Havell after Frares The junction of the,SOLD,no_artist
10103-244,bonhams,,"A George III map of Africa,",BI,no_artist
10103-241,bonhams,,"Of Local Interest,",SOLD,no_artist
10103-242,bonhams,,"Michael Renton,",SOLD,no_artist
10103-243,bonhams,,"William Heath, 'Cost of the Waterloo Medal',",BI,no_artist
10103-240,bonhams,,"Elyse Ashe Lord,",SOLD,no_artist
10103-239,bonhams,,"L. Dupont after Francis Wheatley: The Cries of London, 26.5 x 21cm.",SOLD,no_artist
10133-420,bonhams,,Paul Wunderlich Entretien (Brusberg 297),BI,no_artist
10133-419,bonhams,,Paul Wunderlich Leda and the Swan (Brusberg 209),BI,no_artist
10133-418,bonhams,,Paul Wunderlich Kleine Frau (Brusberg 12),SOLD,no_artist
10133-416,bonhams,,J M Whistler Fumette (Kennedy 13),SOLD,no_artist
10133-415,bonhams,,Carel Weight Turner goes to heaven,SOLD,no_artist
10133-417,bonhams,,James Abbott McNeil Whistler Chelsea Bridge and Church (Kennedy 95),SOLD,no_artist
10133-411,bonhams,,Victor Vasarely Permutations,BI,no_artist
10133-421,bonhams,,Paul Wunderlich Mask with a plume,BI,no_artist
10133-412,bonhams,,Keith Vaughan split from line 23,SOLD,no_artist
10133-414,bonhams,,Andy Warhol 25 Cats named Sam and one Blue Pussy,BI,no_artist
10133-407,bonhams,,Graham Sutherland Three standing forms,SOLD,no_artist
10133-413,bonhams,,William Walcott Piccadilly Circus,SOLD,no_artist
10133-409,bonhams,,Charles Frederick Tunnicliffe Tawny Owl,SOLD,no_artist
10133-405,bonhams,,Graham Sutherland Bees,SOLD,no_artist
10133-392,bonhams,,Ceri Richards Composition with owl,BI,no_artist
10133-406,bonhams,,Graham Sutherland Pointed forms,SOLD,no_artist
10133-410,bonhams,,Yoshijuro Urushibara Cyclamen,SOLD,no_artist
10133-408,bonhams,,Charles Fredercik Tunnicliffe Goshawk,SOLD,no_artist
10133-402,bonhams,,Graham Sutherlands lytho mono - Underwater.,SOLD,no_artist
10133-396,bonhams,,William Scott Grapes,SOLD,no_artist
10133-403,bonhams,,Graham Sutherland - litho mono - Owl on a rose ground -,SOLD,no_artist
10133-401,bonhams,,Graham Sutherland Number 49 (Man 22),SOLD,no_artist
10133-399,bonhams,,Max Slevogt Die Zauberflote von Mozart,BI,no_artist
10133-404,bonhams,,Graham Sutherland - Lytho Mono - Insect simulating seeds -,SOLD,no_artist
10133-383,bonhams,,John Piper Harlech Castle (Levinson 414),SOLD,no_artist
10133-393,bonhams,,Bridget Riley Coloured Greys 1(Schubert 16),SOLD,no_artist
10133-398,bonhams,,Walter Sickert Dieppe from the Harbour (Bromberg 66),SOLD,no_artist
10133-395,bonhams,,William Scott Barra,SOLD,no_artist
10133-397,bonhams,,William Scott Pears,SOLD,no_artist
10133-386,bonhams,,"Printmaking Department, Royal College of Art Portfolio Three",SOLD,no_artist
10133-390,bonhams,,Paula Rego Embarkation,SOLD,no_artist
10133-387,bonhams,,Publisher: Royal College of Art Printmaking Department,SOLD,no_artist
10133-394,bonhams,,Sir William Rothenstein Landscape of the War,BI,no_artist
10133-400,bonhams,,Theodore Steinlen A small collection,BI,no_artist
10133-391,bonhams,,Ceri Richards Figure with music,SOLD,no_artist
10133-389,bonhams,,Richard Ranft Les vieux bateaux,BI,no_artist
10133-380,bonhams,,John Piper The Seasons - Autumn (Levinson 331),SOLD,no_artist
10133-388,bonhams,,Publisher: Royal College of Art Printmaking Six Artists,SOLD,no_artist
10133-385,bonhams,,Cyril Power Speed Trial (Coppel CEP 31),SOLD,no_artist
10133-377,bonhams,,"John Piper Skeabost, Skye (Levinson 250)",SOLD,no_artist
10133-384,bonhams,,Serge Poliakoff Composition Bleue (Yres Riviere 82),SOLD,no_artist
10133-382,bonhams,,John Piper The Geffrye Museum (Levinson 378),SOLD,no_artist
10133-379,bonhams,,John Piper Shadwell Park (Levinson 277),SOLD,no_artist
10133-381,bonhams,,John Piper The Seasons - Winter (Levinson 332),CS,no_artist
10133-374,bonhams,,John Piper Brighton Aquatints (Levinson 12-23),SOLD,no_artist
10133-371,bonhams,,Victor Pasmore Abstract Composition,SOLD,no_artist
10133-366,bonhams,,"Job Nixon Les Lavoire, Vannes",SOLD,no_artist
10133-370,bonhams,,Victor Pasmore Linear Development in one movement,SOLD,no_artist
10133-373,bonhams,,Pablo Picasso Exposition Vallauris (Bloch 1257; Czwiklitzer Posters 11),SOLD,no_artist
10133-376,bonhams,,John Piper Two Suffolk Towers (Levinson 237),SOLD,no_artist
10133-364,bonhams,,Paul Nash In the doorway,SOLD,no_artist
10133-359,bonhams,,"Charles Meryon Le Pont au Change, Paris (Deltiel 34)",SOLD,no_artist
10133-375,bonhams,,John Piper Syleham (Levinson 108),SOLD,no_artist
10133-367,bonhams,,Victor Pasmore Punto di Contatto 3 (Thames and Hudson cat no G 20),SOLD,no_artist
10133-362,bonhams,,Henry Moore Stone reclining figure (Cramer 460),SOLD,no_artist
10133-360,bonhams,,Joan Miro Livres illustres et lithographies (Mourlot 898),SOLD,no_artist
10133-378,bonhams,,"John Piper Exeter College Chapel, Oxford (Levinson 269)",SOLD,no_artist
10133-354,bonhams,,Marie Laurencin La Princesse de Cleves (Marchesseau 172),SOLD,no_artist
10133-361,bonhams,,Henry Moore Three reclining figures (Cramer 438),SOLD,no_artist
10133-369,bonhams,,Victor Pasmore Metamorphosis (Linear Motifs) (Thames and Hudson cat no. G57/2),SOLD,no_artist
10133-372,bonhams,,Tom Phillips A Collection,SOLD,no_artist
10133-363,bonhams,,Robert Motherwell Mirror State 1 and 11,SOLD,no_artist
10133-351,bonhams,,Augustus John The Little Troglodyte (Campbell Dodgson 108),SOLD,no_artist
10133-365,bonhams,,Christopher Richard Wynne Nevinson A valley in the South Downs,SOLD,no_artist
10133-358,bonhams,,Andre Masson Composition with figures,SOLD,no_artist
10133-355,bonhams,,Auguste Lepere A large collection,SOLD,no_artist
10133-357,bonhams,,Elyse Ashe Lord A collection,SOLD,no_artist
10133-356,bonhams,,Elyse Ashe Lord Hardstone plant,SOLD,no_artist
10133-368,bonhams,,Victor Pasmore Composition Image: Orange and Indigo (Thames & Hudson G27),SOLD,no_artist
10133-352,bonhams,,Jeff Koons Abstract composition,SOLD,no_artist
10133-349,bonhams,,John Hoyland Composition,BI,no_artist
10133-345,bonhams,,Barbara Hepworth Rangatira 1,SOLD,no_artist
10133-348,bonhams,,David Hockney Celia (Scottish Arts Council cat no 109),SOLD,no_artist
10133-344,bonhams,,Barbara Hepworth High Tide,SOLD,no_artist
10133-343,bonhams,,Barbara Hepworth November Green,SOLD,no_artist
10133-336,bonhams,,William Lee Hankey The knitting lesson (MH 121),SOLD,no_artist
10133-347,bonhams,,David Hockney Picture of a still life that has an elaborate silver frame (Scottish Arts Council 41),SOLD,no_artist
10133-340,bonhams,,Francis Seymour Hayden Battersea Reach (Harrington 52),SOLD,no_artist
10133-350,bonhams,,John Hoyland Composition,SOLD,no_artist
10133-335,bonhams,,Richard Hamilton Buck Mulligan (Waddington Graphics cat. 144),SOLD,no_artist
10133-334,bonhams,,Richard Hamilton Bronze by gold (Waddington Graphics cat. 141),SOLD,no_artist
10133-342,bonhams,,Stanley William Hayter Combat (Black and Moorhead 210),BI,no_artist
10133-341,bonhams,,Stanley William Hayter Place Falguiere (Black and Moorhead 33),SOLD,no_artist
10133-338,bonhams,,William Lee Hankey Sorting fish,BI,no_artist
10133-337,bonhams,,William Lee Hankey Field workers (MH 154),SOLD,no_artist
10133-335A,bonhams,,Paul Cesar Helleu L'elegance,BI,no_artist
10133-339,bonhams,,Okile Hashimoto Stone garden no 12,BI,no_artist
10133-346,bonhams,,Gertrude Hermes The Yoke,SOLD,no_artist
10133-329,bonhams,,Richard Hamilton Fill McCool (Waddington Graphics cat. 133),SOLD,no_artist
10133-332,bonhams,,Richard Hamilton The transmogrification of Bloom (Waddington Graphics cat. 138),SOLD,no_artist
10133-323,bonhams,,Richard Hamilton Soft pink landscape (Waddington Graphics cat. 110),SOLD,no_artist
10133-326,bonhams,,Richard Hamilton Homage to Seghers (Waddington Graphics cat. 121),SOLD,no_artist
10133-325,bonhams,,Richard Hamilton Patricia Knight 111 (Waddington Graphics cat. 119),SOLD,no_artist
10133-327,bonhams,,Richard Hamilton Hugh Gaitskell as a famous monster of filmland 1963 (Waddington Graphics cat. 130),SOLD,no_artist
10133-322,bonhams,,Richard Hamilton Soft blue landscape (Waddington Gaphics cat. 104),SOLD,no_artist
10133-328,bonhams,,Richard Hamilton Self-portrait 1965 (Waddington Graphics cat. 131),SOLD,no_artist
10133-331,bonhams,,Richard Hamilton Mother and Child (Waddington Graphics cat. 136),SOLD,no_artist
10133-330,bonhams,,Richard Hamilton Leopold Bloom (Waddington Graphics cat. 134),SOLD,no_artist
10133-320,bonhams,,*** di Giorgio Portrait studies,SOLD,no_artist
10133-317,bonhams,,Elizabeth Frink The Battle of the Hall (Wiseman 103),BI,no_artist
10133-320a,bonhams,,Alberto Giacometti Nude with flowers (Lust 32),WD,no_artist
10133-321,bonhams,,Duncan Grant Washer woman,SOLD,no_artist
10133-324,bonhams,,Richard Hamilton Patricia Knight 1 (Waddington Graphics cat. 116),BI,no_artist
10133-319,bonhams,,Terry Frost Bull black,SOLD,no_artist
10133-333,bonhams,,Richard Hamilton Self portrait in a cracked mirror (Waddington Graphics cat. 139),SOLD,no_artist
10133-314,bonhams,,Elisabeth Frink Badger (Wiseman 32),SOLD,no_artist
10133-313,bonhams,,Eric Fischl Untitled,BI,no_artist
10133-316,bonhams,,Elisabeth Frink Man and Horse V1 (Wiseman 55),SOLD,no_artist
10133-315,bonhams,,Elisabeth Frink Man and Horse V (Wiseman 54),SOLD,no_artist
10133-306,bonhams,,Jim Dine Viennese Heart V,SOLD,no_artist
10133-310,bonhams,,Anne R Findlay River bridge,SOLD,no_artist
10133-311,bonhams,,Anna R Findlay Waiting for cargo,SOLD,no_artist
10133-318,bonhams,,"Terry Frost Blue Brown, Black Decending",SOLD,no_artist
10133-304,bonhams,,Jim Dine A Robe in Los Angeles (D'Oench and Feinberg 169),BI,no_artist
10133-309,bonhams,,Merlyn Evans Tetraptych no. 2 (Victoria and Albert Exhib. cat. no. 70),SOLD,no_artist
10133-303,bonhams,,Jim Dine The first woodcut gate (The Landscape) (D'Oench and Feinberg 157),BI,no_artist
10133-300,bonhams,,Jim Dine Swaying in the Florida night (D'Oench and Feinberg 143),BI,no_artist
10133-312,bonhams,,Ian Hamilton Finlay A collection,SOLD,no_artist
10133-308,bonhams,,Francis Dodd Portrait of C P Scott,SOLD,no_artist
10133-293,bonhams,,Le Corbusier Composition,SOLD,no_artist
10133-298,bonhams,,Jim Dine Blue Crommelynck Gate (D'Oench and Feinberg 114),BI,no_artist
10133-302,bonhams,,Jim Dine The black and white Nancy woodcut (1st version) (D'Oench and Feinberg 152),BI,no_artist
10133-307,bonhams,,Jim Dine The wrench in Nature,BI,no_artist
10133-301,bonhams,,Jim Dine The three Sydney Close Woodcuts (D'Oench and Feinberg 147),BI,no_artist
10133-292,bonhams,,George Condo Untitled,SOLD,no_artist
10133-286,bonhams,,Prunella Clough T-Shirts,SOLD,no_artist
10133-291,bonhams,,George Condo Untitled,SOLD,no_artist
10133-287,bonhams,,Prunella Clough Composition,SOLD,no_artist
10133-299,bonhams,,Jim Dine Little Nude V (D'Oench and Feinberg 127),SOLD,no_artist
10133-297,bonhams,,Herbert Dicksee Tigers watering,SOLD,no_artist
10133-295,bonhams,,Maurice Delcourt La famille du graveur,BI,no_artist
10133-305,bonhams,,Jim Dine Throat,BI,no_artist
10133-294,bonhams,,Corneille L'arbre rouge,SOLD,no_artist
10133-289,bonhams,,Ernest Cole Head studies,SOLD,no_artist
10133-296,bonhams,,Edward Julius Detmold Peacocks in a landscape,SOLD,no_artist
10133-281,bonhams,,Prunella Clough Jar and Leaves,SOLD,no_artist
10133-275,bonhams,,Graham Clarke Dream come true,BI,no_artist
10133-290,bonhams,,George Condo A Collection,BI,no_artist
10133-282,bonhams,,Prunella Clough In the Park,SOLD,no_artist
10133-278,bonhams,,Prunella Clough Device,SOLD,no_artist
10133-288,bonhams,,Bernard Cohen A Collection,SOLD,no_artist
10133-283,bonhams,,Prunella Clough Primitive Plant,SOLD,no_artist
10133-276,bonhams,,Graham Clarke History of England,SOLD,no_artist
10133-285,bonhams,,Prunella Clough Trefoil,SOLD,no_artist
10133-280,bonhams,,Prunella Clough Mirror and Plant,SOLD,no_artist
10133-268,bonhams,,Bernard Buffet Le Petit Oiseau (Sorlier 42),SOLD,no_artist
10133-284,bonhams,,Prunella Clough Reflection,SOLD,no_artist
10133-272,bonhams,,Patrick Caulfield Three sausages (Alan Cristea 54),SOLD,no_artist
10133-273,bonhams,,Edgar Chahine Ghemma,SOLD,no_artist
10133-279,bonhams,,Prunella Clough Glassy,SOLD,no_artist
10133-277,bonhams,,Prunella Clough Creeper,SOLD,no_artist
10133-267,bonhams,,Stephen Buckley A collection,BI,no_artist
10133-271,bonhams,,"Charles W Cain The Shamal, Mesopotamia",SOLD,no_artist
10133-274,bonhams,,Edgar Chahine Tete Rita,SOLD,no_artist
10133-265,bonhams,,Horace Brodzky Stonehenge 1,BI,no_artist
10133-266,bonhams,,Horace Brodzky Washbasin,BI,no_artist
10133-262,bonhams,,After Georges Braque La nappe jaune (Maeght no 1038),SOLD,no_artist
10133-269,bonhams,,Bernard Buffet Les Fers a Repasser (Sorlier 13),SOLD,no_artist
10133-270,bonhams,,Charles W Cain Burmese dancers,BI,no_artist
10133-261a,bonhams,,After Georges Braque Grand oiseau gris (Maeght no 1008),SOLD,no_artist
10133-263,bonhams,,Horace Brodzky Labourers,BI,no_artist
10133-264,bonhams,,"Horace Brodzky St. John The Divine, Evening, New York",BI,no_artist
10133-260,bonhams,,Frank Brangwyn The Rabbis (Gaunt 286),SOLD,no_artist
10133-261,bonhams,,After Georges Braque Bouquet des fleurs,BI,no_artist
10133-258,bonhams,,"Eugene Bejot Le quaede l'Aigmillon, Nantes",SOLD,no_artist
10133-251,bonhams,,Edward Ardizzone Shelter scene,SOLD,no_artist
10133-257,bonhams,,Albert de Belleroche La blonde aux Bandeaux,SOLD,no_artist
10133-256,bonhams,,Edward Bawden Brighton Pier,SOLD,no_artist
10133-253,bonhams,,Winifred Austen Curlews,SOLD,no_artist
10133-255,bonhams,,John Bratby Caliban (self portrait with bananas),SOLD,no_artist
10133-246,bonhams,,Pierre Alechinsky Sans sonnette,SOLD,no_artist
10133-259,bonhams,,Muirhead Bone Dockyard construction,SOLD,no_artist
10133-254,bonhams,,Winifred Austen Lapwings,SOLD,no_artist
10133-252,bonhams,,Robert Sargent Austin Woman sleeping in a landscape,SOLD,no_artist
10133-250,bonhams,,Karel Appel Composition,BI,no_artist
10133-249,bonhams,,Sybil Andrews The Timber Jim (Coppel SA 21),SOLD,no_artist
10133-237a,bonhams,,A large collection of Continental Prints,SOLD,no_artist
10133-248,bonhams,,Sybil Andrews The Giant Cable (Coppel SA 17),SOLD,no_artist
10133-243,bonhams,,A varied Collection,SOLD,no_artist
10133-247,bonhams,,Sybil Andrews Steeplechasing (Coppel SA 10),SOLD,no_artist
10133-239,bonhams,,Modern and Contemporary Continental A Collection of artist's cards,SOLD,no_artist
10133-241,bonhams,,A Collection of Continental Woodcuts,SOLD,no_artist
10133-235,bonhams,,Norman Wilkinson The Mersey from Runcorn Bridge; Euston to Liverpool Line,SOLD,no_artist
10133-240,bonhams,,A large collection of Continental Prints,SOLD,no_artist
10133-242,bonhams,,A Collection of Modern Continental Prints,SOLD,no_artist
10133-238,bonhams,,A small Group of 20th Century Continental works,SOLD,no_artist
10133-237,bonhams,,A collection of Continental Prints,SOLD,no_artist
10133-244,bonhams,,A Collection of Modern British Prints,SOLD,no_artist
10133-234,bonhams,,Fred Taylor Travel by Train; Oxford,SOLD,no_artist
10133-245,bonhams,,Cecil Aldin The end of the day,SOLD,no_artist
10133-236,bonhams,,Norman Wilkinson London by LMS; St Paul's Cathedral,SOLD,no_artist
10133-233,bonhams,,Fred Taylor The Colleges of Cambridge,SOLD,no_artist
10133-232,bonhams,,Betty Swanwick By Green Line; Green Line Coach Guide. In Berks To Windsor To Sunningdale,SOLD,no_artist
10133-229,bonhams,,Charles Shaw Smokers Prefer Shell,SOLD,no_artist
10133-225,bonhams,,"Peter Roberson 1863-1963, London Underground",BI,no_artist
10133-231,bonhams,,Harold Steggles EVERYWHERE YOU GO YOU CAN BE SURE OF SHELL - Bungay,BI,no_artist
10133-224,bonhams,,"Harrold E Ribbons 100th Boat Race, Saturday 3 April 12.45",SOLD,no_artist
10133-227,bonhams,,Henry Rushbury Shell - Mex House,BI,no_artist
10133-226,bonhams,,Vera Ross Chiswick House,BI,no_artist
10133-230,bonhams,,Walter Spradbery The Proud City: The Temple church and Library after Bombardment,BI,no_artist
10133-221,bonhams,,Publisher : The Railway Executive Teignmouth-The gem of South Devon,SOLD,no_artist
10133-228,bonhams,,Tony Sarg Skating Today at .....,SOLD,no_artist
10133-208,bonhams,,Edward McKnight Kauffer BP ETHYL; ANTI-KNOCK; CONTROLS HORSE POWER,SOLD,no_artist
10133-223,bonhams,,"Publisher: Vincent Brooks, Day & Son, Ltd Bertram Mill's Circus and Fun Fair, Olympia Grand Hall",BI,no_artist
10133-217,bonhams,,Gordon Nicoll Visit London in Coronation year,SOLD,no_artist
10133-219,bonhams,,"Orient Line Cruises by 20,000 ton steamers to the Mediterranean",BI,no_artist
10133-220,bonhams,,Printer: Baynard Press Zoo Nights,SOLD,no_artist
10133-222,bonhams,,Publisher : Thomas Forman & Son Brasso The quality polish,BI,no_artist
10133-213,bonhams,,Edward McKnight Kauffer New Shell Lubricating Oils,BI,no_artist
10133-218,bonhams,,Denys Nicholls,SOLD,no_artist
10133-216,bonhams,,Edward McKnight Kauffer Winter Shell - On sale until next May,SOLD,no_artist
10133-215,bonhams,,Edward McKnight Kauffer EXPLORERS PREFER SHELL,SOLD,no_artist
10133-211,bonhams,,Edward McKnight Kauffer TO VISIT BRITAIN'S LANDMARKS YOU CAN BE SURE OF SHELL - Dinton Castle near Aylesbury,SOLD,no_artist
10133-205,bonhams,,Cathleen Mann EVERYWHERE YOU GO YOU CAN BE SURE OF SHELL - West Wycombe,BI,no_artist
10133-210,bonhams,,Edward McKnight Kauffer Austin Recommends Triple Shell Lubricating Oil,SOLD,no_artist
10133-203,bonhams,,"Conrad Leigh Wallpapers and Decorations, the latest designs and choicest colouring are to be found at John Gilkes & Sons Ltd.,the Pr...",SOLD,no_artist
10133-209,bonhams,,Edward McKnight Kauffer Magicians Prefer Shell,SOLD,no_artist
10133-212,bonhams,,"Edward McKnight Kauffer WHEREVER YOU GO YOU CAN BE SURE OF SHELL - The River Yeo, Near Barnstaple",SOLD,no_artist
10133-214,bonhams,,Edward McKnight Kauffer SHELL FOR GO - GO FOR SHELL,SOLD,no_artist
10133-198,bonhams,,Tom Hall Big Game Hunt,SOLD,no_artist
10133-196,bonhams,,David Gentleman Doggett's Coat and Badge,SOLD,no_artist
10133-201,bonhams,,Pat Keeley Staggered Traveling saves busy workers time,SOLD,no_artist
10133-185,bonhams,,Tom Eckersley Boat race Saturday March 24th,SOLD,no_artist
10133-193,bonhams,,Fougasse (Cyril Kenneth Bird) A tale of four seats,SOLD,no_artist
10133-191,bonhams,,"Fougasse (Cyril Kenneth Bird) Don't wait till Christmas is right upon you,Do your shoppinng early",SOLD,no_artist
10133-197,bonhams,,"Walter Goetz Statue of Captain Cook, the Mall",BI,no_artist
10133-190,bonhams,,Pierre Fix-Masseau Collection Venice Simpion Orient-Express,BI,no_artist
10133-202,bonhams,,Pat Keeley Underground or bus to Tottenham Court Road or Holbourn (Kingsway),BI,no_artist
10133-199,bonhams,,"Frederick Herrick A Shopping Centre Kensington High Street, June 1923",SOLD,no_artist
10133-180,bonhams,,"G Cayford Boat race, Saturday 26th March 2.20pm",SOLD,no_artist
10133-206,bonhams,,"Alasdair McFarland SERVICE TO INDUSTRY - The new ore discharging plant at General Terminus Quay, Glasgow",BI,no_artist
10133-200,bonhams,,Harold Hussey London Transport Poster,SOLD,no_artist
10133-204,bonhams,,"Stephen Lockhart TO VISIT BRITAIN'S LANDMARKS - YOU CAN BE SURE OF SHELL; SHELL HOUSE, GOODWOOD",BI,no_artist
10133-207,bonhams,,"Edward McKnight Kauffer ASK FOR BP, NOT JUST ETHYL",SOLD,no_artist
